"Actinastrum sp","Anacystis","Ankistrodesmus","Ankistrodesmus falcatus","Aphanizomenon","Aphanocapsa","Arthrospira","Aulacoseira","Botryococcus","Ceratium","Cyclotella","Cylindrospermopsis","Cylindrospermun","Cymbella","Chlorella","Closterium","Coelastrum","Coelosphaerium","Chroococcus","Coscinodiscus","Crucigenia tetrapoda","Crucigenia irregularis","Dyctiosphaerium","Eudorina","Euglena","Gloeocapsa","Gomphosphaeria lacustris","Golenkinia","Fragilaria capuchina","Kirchneriella","Leptolyngbya","Lepocinclis","Lyngbya lagerhemii","Merismopedia","Micractinium","Microcystis sp","Monoraphidium tortilé","Monoraphidium griffithi","Navicula","Nitzschia","Oscillatoria ","Pandorina","Pachycladella","Phacus","Planktothrix","Planktolyngbya sp","Pseudanabaena","Raphidiopsis","Rivularia","Scenedesmus acuminatus","Scenedesmus cuadricauda","Scenedesmus dimorphus","Selenastrum","Snowella","Surirella","Staurastrum","Stephanodiscus","Synechococcus","Tetrastrum","Treubaria","Woronichinia","año","mes","est","fecha"
0,0,"1",0,0,0,0,0,"3",0,0,"781","5",0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,"1",0,0,0,0,"4",0,0,0,0,"6",0,0,"2",0,0,0,0,0,"12",0,0,0,0,0,0,0,0,"2","1",0,0,0,"2017","7","LC-05",2017-07-01
"6",0,"4",0,"1",0,0,"1",0,0,0,"435","6",0,0,0,0,0,"1",0,"1",0,0,"3",0,0,0,"1",0,"1",0,0,0,"4",0,0,0,0,"2",0,0,"1",0,0,"8",0,0,"5",0,"1",0,0,0,0,0,0,"1","2",0,0,0,"2017","8","LC-01",2017-08-01
0,0,0,0,0,0,0,0,0,0,0,"222","6",0,"4",0,"2",0,"1",0,"1",0,0,"3",0,0,0,"2",0,0,0,0,0,"5",0,0,"1",0,"1","2",0,0,0,0,"11","1",0,"2",0,"1",0,"1",0,0,0,0,0,0,0,0,0,"2017","8","LC-02",2017-08-01
"2",0,0,0,"1",0,0,"1","4",0,0,"331","9",0,"6",0,"2",0,0,"1",0,0,0,"2",0,0,0,0,0,"1",0,0,0,"2",0,"1",0,0,0,0,0,"2",0,"1","7","1",0,"9",0,0,0,0,0,0,0,0,"3",0,0,"2",0,"2017","8","LC-03",2017-08-01
"1",0,"2",0,0,0,0,"3","9",0,0,"480","7",0,"7",0,"4",0,0,0,"2",0,0,"4",0,0,0,"2",0,"2",0,0,0,"6",0,0,"3",0,0,0,0,0,"1",0,"9",0,0,"11",0,"3",0,0,0,0,0,0,0,"1",0,"2",0,"2017","8","LC-04",2017-08-01
"1",0,"3",0,0,0,0,"2","2",0,0,"347","6",0,"4",0,"1",0,"2",0,"2",0,0,"1",0,0,0,0,0,0,0,0,0,"7",0,"2","2",0,"2","2",0,"1",0,"3","4","1",0,"6",0,"2",0,"1",0,0,0,0,"1","1",0,0,0,"2017","8","LC-05",2017-08-01
"1",0,0,"3",0,0,0,"1",0,0,0,"86",0,0,"7",0,"2",0,0,0,"1",0,0,"2",0,0,0,0,0,"4",0,0,0,"3",0,"14",0,0,0,"24",0,"1",0,"4",0,0,0,"19",0,"6",0,"2","3",0,0,0,0,0,0,0,0,"2017","9","LC-01",2017-09-01
"2",0,"2",0,"1","1",0,0,"1",0,0,"108","1",0,"7",0,"1",0,0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,"2",0,"4",0,0,0,0,"1","1","1","2",0,0,0,"4",0,"2",0,0,0,"2",0,0,0,0,0,0,0,"2017","9","LC-02",2017-09-01
"3",0,"1","4",0,0,0,0,0,0,"2","92",0,0,"12",0,0,0,0,"1","2","1",0,"4","2","4","9",0,"3","11","21",0,0,"11",0,"16","6",0,"5","11","6",0,0,"2","4",0,0,"22",0,"12",0,"6","2","1",0,0,"6",0,0,0,"3","2017","9","LC-03",2017-09-01
0,0,0,"1",0,"1",0,0,"1",0,0,"54","3",0,"7",0,0,0,0,0,0,0,0,"7",0,"1",0,0,"2","1","4",0,0,"9",0,"4","7",0,"4","17","3","4",0,"2",0,0,0,"6",0,"5","1","2","6",0,0,0,0,"1",0,0,0,"2017","9","LC-04",2017-09-01
"1",0,"4",0,0,0,0,"1",0,0,0,"176",0,0,"1",0,"1",0,0,0,0,0,0,0,0,"2",0,0,"4",0,"8",0,0,"7",0,"9",0,0,0,0,"4","4",0,0,0,0,0,"22",0,"2",0,0,0,0,0,0,0,0,0,0,0,"2017","9","LC-05",2017-09-01
0,0,"4","8","6",0,0,"1",0,0,0,"133","2",0,"14",0,"1",0,0,"1","2",0,0,"1",0,0,0,0,"4","6","2",0,0,"31",0,"17","4",0,0,"12","11","12",0,"2","6",0,0,"11",0,"1",0,"5","6",0,0,0,0,0,0,0,"1","2017","10","LC-01",2017-10-01
0,0,0,0,0,0,0,"3","2",0,0,"188","1",0,"11",0,0,0,0,0,0,0,0,0,0,0,0,0,"2","3",0,0,0,0,0,0,"1",0,0,"15","7",0,0,0,0,"1",0,"2",0,0,0,0,0,"3",0,0,0,0,0,0,0,"2017","10","LC-02",2017-10-01
0,0,"9",0,"4",0,0,0,0,0,0,"167",0,0,"13",0,"2",0,0,0,0,"6",0,"9","1","1","1",0,"4","4",0,0,0,"7",0,"3","1",0,0,"29","23","6",0,"4","8",0,0,"7",0,"2",0,"6","4","3",0,0,"4",0,0,"3","1","2017","10","LC-03",2017-10-01
0,0,"3",0,"5",0,0,"2",0,0,0,"213",0,0,"14",0,"1",0,0,0,"2",0,0,"2","1",0,0,0,0,"2",0,0,0,"4",0,"4",0,0,0,"32","12","2","1",0,"2",0,0,"6",0,"1",0,"2","6","4",0,0,0,0,0,0,0,"2017","10","LC-04",2017-10-01
0,0,0,"3",0,0,0,0,"2",0,"2","125","1",0,"12",0,0,0,0,0,"1","1",0,"1",0,0,0,0,0,"2",0,0,0,"8",0,"5",0,0,"1","18","6","4",0,0,"2","1",0,"11",0,"2","3",0,"2",0,0,0,0,0,0,"4",0,"2017","10","LC-05",2017-10-01
0,0,"2",0,0,0,0,0,0,0,0,"140","1",0,"8",0,"2",0,0,0,"2",0,0,"2",0,"1","1",0,"1","1",0,0,0,"6",0,"3","2",0,0,0,"6",0,0,"1","10","1",0,"7",0,"1",0,"1",0,0,0,0,0,"1",0,0,0,"2017","11","LC-01",2017-11-01
0,0,0,"2",0,0,0,"1",0,0,0,"178","2",0,"6",0,0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,"2",0,"14","1",0,0,"1","5","1","1","1",0,"2",0,"6",0,0,0,0,0,0,0,0,"1",0,0,"2","3","2017","11","LC-02",2017-11-01
"2",0,"4","7",0,0,0,0,"2",0,0,"112",0,0,"9",0,0,0,0,"3","1",0,0,0,0,0,0,0,0,"3","5",0,0,"5",0,"5",0,0,0,0,"11","2","1",0,0,"3",0,"9",0,"1",0,0,0,0,0,0,"2","2",0,0,0,"2017","11","LC-03",2017-11-01
0,0,0,"4",0,0,0,"2",0,0,0,"125",0,0,"5",0,"2",0,0,0,0,"1",0,0,0,0,0,0,"2",0,0,0,0,"1",0,"1","2",0,0,0,"3","2",0,0,"5",0,0,"4",0,0,0,"1",0,0,0,0,0,0,0,"1",0,"2017","11","LC-04",2017-11-01
"1",0,"2",0,0,0,0,0,"1",0,0,"165","1",0,"8",0,"1",0,0,0,"1",0,0,"1","2",0,0,0,"1","1",0,0,0,"2",0,0,0,0,0,0,"1","1",0,"2","3","2",0,"3",0,"3",0,0,"3",0,0,0,"1",0,0,0,0,"2017","11","LC-05",2017-11-01
0,0,"1",0,0,0,0,"2",0,0,0,"177",0,0,"12",0,"1",0,0,0,"1",0,0,0,0,0,"1",0,0,0,"1",0,0,0,0,0,0,0,0,"3","2",0,0,"1","1","2",0,"5",0,"1","1",0,0,0,0,0,0,"1",0,0,0,"2017","12","LC-01",2017-12-01
"1",0,"4","6",0,0,0,"1","1",0,0,"198","1",0,"7",0,"2",0,0,0,0,0,0,"2","2","2",0,0,0,0,"3",0,0,"5",0,"4",0,0,0,0,"4",0,"1","4","4",0,0,"7",0,0,0,0,0,0,0,0,0,0,0,"1","1","2017","12","LC-02",2017-12-01
"1",0,0,0,0,0,0,"3",0,0,"1","136",0,0,"5",0,0,0,0,0,0,0,0,0,"1",0,"2",0,"1",0,0,0,0,"3",0,0,"1",0,0,0,0,0,0,"3","4","1",0,"18",0,"1",0,0,0,0,0,0,0,"3",0,0,0,"2017","12","LC-03",2017-12-01
0,0,"3",0,0,0,0,0,0,0,0,"173","3",0,"2",0,"2",0,0,0,"1","1",0,"1",0,0,0,0,0,0,"1",0,0,"3",0,0,0,0,0,0,"4",0,0,0,"2","1","1","11",0,"1",0,0,0,0,0,0,0,"1",0,"1",0,"2017","12","LC-04",2017-12-01
0,0,"3",0,0,0,0,"1","1",0,"1","187","2",0,"6",0,0,0,0,0,"2",0,0,"1","2","1",0,0,0,0,0,0,0,"2",0,0,0,0,0,0,"12",0,"1","1","1","2","1","14",0,"6",0,0,0,0,0,0,0,0,0,0,"2","2017","12","LC-05",2017-12-01
0,0,"7",0,0,0,0,0,0,0,0,"32",0,0,"14",0,0,0,0,0,0,0,0,0,"2",0,0,0,0,"3","6",0,0,"5",0,"4","1","11",0,0,"11",0,0,0,"16",0,"2","17",0,"2","4",0,"1",0,0,0,"2",0,0,0,0,"2018","1","LC-01",2018-01-01
0,0,"4","2","4",0,0,0,0,0,"1","36",0,0,"6",0,0,0,0,0,0,0,0,0,"3","3",0,0,0,"4","10",0,0,"6",0,"3","1","11",0,0,"1",0,0,0,"8",0,"1","6",0,"3","1",0,"1",0,0,0,0,0,0,0,0,"2018","1","LC-02",2018-01-01
0,0,"5",0,"9","4",0,0,0,0,"2","46",0,0,"27",0,0,0,0,0,0,0,0,0,"4","2",0,0,0,"4","9",0,0,"4",0,0,0,"17",0,0,"3",0,"2",0,"13",0,"4","7",0,0,"1",0,"1",0,"2",0,"1","2",0,0,0,"2018","1","LC-03",2018-01-01
0,0,"1",0,"1",0,0,0,0,0,0,"89","2",0,"3",0,"2",0,0,0,"1",0,0,0,0,0,0,0,0,"1",0,0,0,"3",0,"1",0,0,0,0,0,0,"2",0,"3",0,0,"7",0,0,0,0,"2",0,0,0,"2","3",0,0,0,"2018","1","LC-04",2018-01-01
"2",0,"7",0,0,"4",0,0,0,0,"2","45",0,0,"20",0,0,0,0,0,0,0,0,0,"4","3",0,0,0,"5",0,0,0,"4",0,"2",0,"23","3",0,"11",0,"1","1","28",0,"3","6",0,"4","3","2","3",0,"1",0,0,"2",0,0,0,"2018","1","LC-05",2018-01-01
"2",0,"1",0,0,0,0,0,0,0,0,"37",0,0,"4",0,0,0,0,0,0,0,0,0,"2",0,0,0,0,"1","10",0,0,"1",0,"1",0,"5","2",0,"1",0,0,"1",0,0,0,"4",0,0,0,0,"1",0,0,0,0,0,0,0,0,"2018","2","LC-01",2018-02-01
"4",0,"4",0,0,0,0,0,0,0,"1","26",0,0,"4",0,0,0,0,0,0,0,0,0,"2","1",0,0,0,"2","7",0,0,"2",0,0,0,0,"13",0,"5",0,0,"2",0,0,"1",0,0,"5","1","2","5",0,0,0,"2","2",0,0,0,"2018","2","LC-02",2018-02-01
0,0,"2",0,0,0,0,0,0,0,0,"47",0,0,"3",0,0,0,0,0,0,0,0,0,0,"1",0,0,0,"7","5",0,0,"22",0,"1",0,"16",0,0,"9",0,0,0,"5",0,0,"6",0,0,0,0,"6",0,0,0,"1","2",0,0,0,"2018","2","LC-03",2018-02-01
0,0,"4",0,0,0,0,0,0,0,0,"46",0,0,"5",0,0,0,0,0,"1",0,0,0,"1","3",0,0,0,"5",0,0,0,0,0,0,0,"5",0,0,"4",0,0,0,"7",0,"3","10",0,"6","1","3","3",0,"1",0,0,"1",0,0,0,"2018","2","LC-04",2018-02-01
0,0,"2",0,0,0,0,0,0,0,"2","55",0,0,"4",0,0,0,0,0,0,0,0,0,"1",0,0,0,0,"1",0,0,0,"4",0,"2",0,0,0,0,"6",0,0,0,"6",0,"3","4",0,"5",0,0,"6",0,"1",0,"2",0,0,0,0,"2018","2","LC-05",2018-02-01
0,0,"10",0,0,0,0,0,0,0,"3","576",0,0,"9",0,"4",0,0,0,0,0,0,0,"4","6",0,0,0,"4","2",0,0,"6",0,0,0,"21",0,0,"7","3",0,"3",0,"1",0,"11",0,0,0,"1",0,0,0,0,0,"5",0,0,0,"2018","3","LC-01",2018-03-01
0,0,"4",0,0,0,0,0,0,0,"8","704",0,0,"4",0,"8","8",0,0,"3",0,0,"3","6",0,0,0,0,0,0,0,0,"9",0,"2",0,"28","2",0,"1",0,0,"4",0,0,0,"23",0,"7",0,"4",0,0,0,0,"2","3",0,0,0,"2018","3","LC-02",2018-03-01
"3",0,"6",0,0,0,0,0,0,0,"4","768",0,0,"4",0,"1",0,0,0,0,0,0,"3",0,0,0,0,0,0,"8",0,0,0,0,"3",0,"14",0,0,"8",0,0,"2",0,0,"2","7",0,"3",0,"3",0,0,0,0,0,"1",0,0,"3","2018","3","LC-03",2018-03-01
0,0,"4",0,0,0,0,0,0,0,0,"656",0,0,"3",0,0,0,0,0,0,0,0,"4","3",0,0,0,0,"4","4",0,0,"3",0,"3",0,"19",0,0,"3",0,0,"1","10",0,0,"8",0,"2",0,"1",0,0,0,0,"2",0,0,0,0,"2018","3","LC-04",2018-03-01
"4",0,"3",0,0,0,0,0,0,0,"2","864",0,0,"16",0,"2",0,0,0,0,0,0,"4","8",0,0,0,0,0,"5",0,0,"4",0,0,0,"66",0,0,"3",0,0,"1","28",0,"3","31",0,"7",0,"6",0,0,0,0,0,"2",0,0,0,"2018","3","LC-05",2018-03-01
"3",0,0,"11","1","5",0,"1",0,0,"1","134",0,0,"2",0,"5",0,0,0,0,0,"2",0,0,"2",0,0,0,0,0,0,"12","9",0,0,"9","1","3",0,"14","1",0,0,0,"5",0,"4","9","20",0,"5",0,0,0,0,0,0,0,"1",0,"2018","4","LC-01",2018-04-01
"2",0,0,"6",0,"2",0,0,0,0,0,"198",0,0,"2",0,"1",0,0,0,0,"2",0,"1",0,0,0,0,0,"1",0,0,"17","2",0,0,"11",0,"2",0,"15","1",0,"1","2",0,0,"4",0,"9",0,"3",0,0,0,0,0,"1","2","7",0,"2018","4","LC-02",2018-04-01
"3",0,0,"3","1","6",0,0,0,0,"1","201",0,0,0,0,"5",0,0,0,"2",0,"3",0,0,"1",0,0,0,"1",0,0,"1","3",0,0,"8","1","5",0,"18","1",0,"2","5","6",0,"2","12","9",0,"6",0,0,0,0,0,"4","22","6",0,"2018","4","LC-03",2018-04-01
"4",0,"1",0,0,0,0,"2",0,0,"2","187",0,0,0,0,"1",0,0,0,"2",0,"1","1",0,0,0,0,0,0,0,0,"13",0,0,0,"2",0,0,0,"9",0,0,0,"5",0,0,"8",0,"4",0,0,0,0,0,0,0,0,"1","3",0,"2018","4","LC-04",2018-04-01
"1",0,0,"2","1","3",0,"1",0,0,0,"111",0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","6",0,0,"7","1","3","1","8",0,0,0,0,0,0,"1","1","13",0,0,0,0,0,0,0,0,"12","4",0,"2018","4","LC-05",2018-04-01
0,0,"2","2",0,"6",0,0,"1",0,0,"805","9","3","5",0,0,0,"2",0,0,0,0,0,0,"4",0,0,"2",0,0,"10","2","4",0,0,"13",0,0,0,0,"3",0,0,"13",0,"1","19",0,0,0,0,0,0,0,0,0,"31",0,0,0,"2018","5","LC-01",2018-05-01
0,0,0,0,"3","4",0,0,0,0,0,"300",0,"1","3",0,"1",0,0,0,0,0,0,0,"2","5","3",0,0,0,0,"3",0,"3",0,0,0,0,"6","1","1",0,0,0,"11",0,"2","8",0,0,"2",0,"3",0,0,0,0,"16",0,0,0,"2018","5","LC-02",2018-05-01
"16",0,"3",0,"1","1",0,0,"2",0,0,"436","2",0,0,0,"2",0,0,0,0,0,"1",0,0,0,0,0,"4",0,0,0,0,"3",0,0,"10","4",0,0,0,0,0,"1","8",0,0,"8",0,"5",0,0,0,0,0,0,0,"16",0,0,0,"2018","5","LC-03",2018-05-01
"2",0,"12",0,0,0,0,"2",0,0,"1","280",0,0,"5","11",0,0,0,0,0,0,0,"9","4",0,0,0,0,0,0,0,0,"4",0,0,"3",0,"3",0,0,0,0,0,"5",0,0,"112","48","8","2","1","1",0,0,0,0,0,0,0,0,"2018","5","LC-04",2018-05-01
0,0,"17",0,0,0,0,0,0,0,0,"648","7","2",0,0,0,0,0,0,"1",0,0,0,0,"1","3",0,"6",0,0,0,0,"16",0,0,"16",0,"1","7",0,"3",0,"3","2",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2018","5","LC-05",2018-05-01
0,0,"6",0,0,0,0,0,0,0,0,"640",0,0,"4",0,0,"4",0,0,0,0,0,0,"1",0,0,0,0,"2","19",0,0,"4",0,0,0,"46",0,0,"6",0,0,0,"23",0,"3","8",0,0,0,"1",0,0,0,0,0,"1",0,0,0,"2018","6","LC-01",2018-06-01
0,0,"3",0,0,0,0,0,0,0,"3","304","2",0,"4",0,0,0,0,0,0,0,0,0,"1",0,0,0,0,"3","5",0,0,"2",0,0,0,"6",0,0,"3",0,0,0,"4",0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,"2018","6","LC-02",2018-06-01
0,"3","3",0,0,0,0,"2",0,0,0,"792",0,0,"5",0,0,"4",0,0,0,0,0,0,"1","5",0,0,"1","11","25",0,0,"4",0,0,0,0,0,0,"13",0,0,0,"2",0,0,"11",0,"2",0,0,"7",0,0,0,0,"1",0,0,0,"2018","6","LC-03",2018-06-01
0,"4",0,0,0,0,0,0,0,0,0,"458",0,0,"6",0,0,0,0,0,0,0,0,"5",0,"3",0,0,0,"2","29",0,0,"3",0,"6",0,"3","5",0,0,0,0,0,"13",0,0,0,0,0,0,"3",0,0,0,0,0,"3",0,0,0,"2018","6","LC-04",2018-06-01
0,"5",0,0,0,0,0,0,0,0,0,"640",0,"3",0,0,"1",0,0,0,0,0,0,"3",0,"3",0,0,"1","3","4",0,0,"2",0,"6",0,"3","5",0,0,0,0,0,"13",0,0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,"2018","6","LC-05",2018-06-01
0,"4",0,0,0,0,0,0,0,0,"2","444",0,0,"3",0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,"5",0,0,"1",0,0,0,"6",0,0,"3",0,0,"3","2",0,0,"6",0,"1",0,0,0,0,0,0,0,0,0,0,0,"2018","7","LC-01",2018-07-01
0,"2",0,0,0,0,0,0,0,0,0,"320",0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","36",0,0,"4",0,0,0,"34",0,0,0,0,0,"3",0,0,0,"4",0,"4",0,"3","2",0,0,0,0,0,0,0,"4","2018","7","LC-02",2018-07-01
"4",0,"3",0,0,0,0,0,"1",0,0,"945","8",0,0,0,0,0,0,0,"1",0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,"2",0,"12",0,0,"3","1",0,"14",0,"4","13",0,0,0,0,0,0,0,0,0,"1",0,0,0,"2018","7","LC-03",2018-07-01
"1",0,"2",0,"1","1",0,0,0,0,0,"876","6",0,0,0,0,0,0,0,0,0,0,0,"1",0,"2",0,"5",0,0,0,0,"6",0,0,"1",0,"23","2",0,"1",0,0,"11",0,"1","9",0,0,0,0,0,0,0,0,0,0,0,"1",0,"2018","7","LC-04",2018-07-01
"7",0,0,0,0,0,0,0,0,0,0,"320",0,0,"3",0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,"5",0,0,"3",0,0,0,"2",0,0,"1",0,0,0,"3",0,0,"10",0,0,0,0,0,0,0,0,0,0,0,0,"4","2018","7","LC-05",2018-07-01
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,"3",0,0,0,0,0,"1",0,0,"3",0,0,0,0,0,"7",0,0,0,"9",0,0,0,0,0,0,"4",0,0,0,0,0,0,"3",0,"6",0,0,"1",0,0,0,0,0,0,0,0,"2018","8","LC-01",2018-08-01
"84",0,0,0,0,0,0,0,0,0,0,"1","27",0,"640",0,"6",0,0,0,0,0,0,0,"8","2",0,0,"6",0,0,0,0,"5","26",0,0,"8",0,0,"5","3",0,"3","4",0,0,"12",0,"5",0,0,0,0,0,0,"3",0,0,0,"3","2018","8","LC-02",2018-08-01
"44",0,0,0,0,0,0,0,0,0,0,"146",0,0,"366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"124","16","14",0,0,0,0,"16",0,0,0,"38",0,0,"20",0,"5",0,0,0,0,0,0,0,"4",0,0,0,"2018","8","LC-03",2018-08-01
"13",0,"4",0,0,0,0,0,0,0,"3","172",0,0,"12",0,0,0,0,0,0,0,0,"1",0,0,0,0,0,"4","2",0,0,"5",0,0,0,"6",0,0,"3",0,0,"2","4",0,"1","17",0,"7",0,"1","1",0,0,0,0,"3",0,0,"1","2018","8","LC-04",2018-08-01
"3",0,"1",0,0,0,0,0,0,0,"46","360",0,0,0,0,0,0,0,0,0,0,0,"4",0,0,0,0,0,"1","2",0,0,"5",0,"7",0,"3",0,0,"52",0,0,"1","10",0,"1","4",0,"5",0,"3",0,0,"1",0,0,"1",0,0,0,"2018","8","LC-05",2018-08-01
"4",0,"4",0,0,0,0,0,0,0,"3","541",0,0,"3",0,0,0,0,0,"1",0,0,"6",0,0,0,0,"4","7",0,0,0,"7",0,"6",0,"52","1",0,"23",0,0,0,0,0,0,"7",0,"6",0,0,"7",0,0,0,0,"2",0,0,0,"2018","9","LC-01",2018-09-01
"4",0,"4",0,0,0,0,0,0,0,"1","396",0,0,"15",0,"1",0,0,0,0,0,0,"2","2",0,"2",0,"6","4",0,0,0,"4",0,"2",0,"5",0,0,0,"3",0,"3","4",0,0,"5",0,"3","4",0,"2",0,0,0,0,0,0,0,"3","2018","9","LC-02",2018-09-01
0,0,0,0,0,0,0,0,0,0,"1","132",0,0,"21","4","1",0,0,0,0,0,0,0,"4",0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,"12",0,0,"1","3",0,0,"3",0,"4",0,0,"5",0,0,0,0,0,0,0,0,"2018","9","LC-03",2018-09-01
"1",0,0,0,0,0,0,0,0,0,"1","129",0,0,"1",0,"2",0,0,0,0,0,0,"5",0,0,0,0,0,"2",0,0,0,"4",0,0,0,"16",0,0,"16","1",0,0,0,0,0,"12",0,"4",0,"1","14",0,0,0,"3",0,0,0,0,"2018","9","LC-04",2018-09-01
"1",0,"14",0,0,0,0,0,0,0,0,"392",0,0,"21",0,0,0,0,0,0,0,0,"5","2",0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,"20","4",0,0,"28",0,0,"9",0,"2",0,0,"2",0,0,0,"1",0,0,0,0,"2018","9","LC-05",2018-09-01
0,0,"15",0,0,0,0,0,0,0,0,"320",0,0,"4",0,0,0,0,0,0,0,0,"4","4",0,0,0,0,0,0,0,0,"3",0,"1",0,"42",0,0,0,0,0,0,0,0,0,"9",0,"4",0,0,"2",0,0,0,"1",0,0,0,0,"2018","10","LC-01",2018-10-01
0,0,0,"12",0,0,0,0,0,0,0,"321",0,0,"39",0,0,0,0,0,0,0,"2","10",0,0,0,0,0,"1",0,0,0,"2",0,0,0,"51",0,0,"12","3",0,"3","48",0,0,"33",0,0,0,0,0,0,0,0,"1",0,0,0,0,"2018","10","LC-02",2018-10-01
"17",0,"26",0,"1",0,0,0,0,0,0,"619",0,0,"9",0,0,0,0,"3",0,0,0,"13",0,0,0,0,0,"11",0,0,0,"3",0,0,0,0,0,0,"5",0,0,"3","129",0,"4","42",0,0,0,"4","6","1",0,0,"3",0,0,0,0,"2018","10","LC-03",2018-10-01
0,0,"2",0,0,0,0,0,0,0,0,"141",0,0,"6",0,"3",0,0,0,0,0,0,"6","5",0,0,0,0,0,0,0,0,0,0,0,0,"45",0,0,"4","4",0,0,"39",0,0,"20",0,"1",0,0,0,0,0,0,0,0,0,0,0,"2018","10","LC-04",2018-10-01
0,0,"3",0,0,0,0,0,0,0,"3","460",0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",0,0,0,"42",0,0,"5","2",0,0,"64",0,0,"20",0,"7",0,0,"6",0,0,0,"3","6",0,0,0,"2018","10","LC-05",2018-10-01
0,0,"12",0,0,0,0,0,0,0,"5","576",0,0,"27",0,0,0,0,0,0,0,0,"7",0,0,0,0,0,0,0,0,0,"4",0,0,0,0,0,0,"27",0,0,0,0,0,0,"23",0,"5",0,"2","3",0,"1",0,"3",0,0,0,0,"2018","11","LC-01",2018-11-01
"4",0,0,"12",0,0,0,0,0,0,"4","320",0,0,"72",0,0,0,0,0,0,0,0,"9",0,0,0,0,"2",0,0,0,0,"9",0,0,0,0,0,0,"54",0,0,"1","64",0,0,"8",0,"3",0,0,"1","4","1",0,"5",0,0,0,0,"2018","11","LC-02",2018-11-01
0,0,0,0,0,0,0,0,0,0,"4","642",0,0,"45",0,0,0,0,0,0,0,0,"12",0,0,0,0,0,0,0,0,0,"2",0,0,0,"120",0,0,"32",0,0,0,"39",0,0,"19",0,"4",0,"1","2",0,0,0,"2","3",0,0,0,"2018","11","LC-03",2018-11-01
0,0,"13",0,0,0,"1",0,0,0,"2","310",0,0,"64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",0,"1",0,"131",0,0,"31",0,0,0,"92",0,0,"28",0,"2",0,0,"1",0,"1",0,0,"2",0,0,0,"2018","11","LC-04",2018-11-01
0,0,"16",0,0,0,0,0,0,0,"4","598",0,0,"23",0,0,0,0,0,0,0,0,"12",0,0,0,0,0,0,0,0,0,"2",0,0,0,"113",0,0,0,0,0,0,"89",0,0,"21",0,"1",0,0,"1",0,0,0,"2",0,0,0,0,"2018","11","LC-05",2018-11-01
0,0,0,0,0,0,0,0,0,0,0,"710",0,0,"62",0,0,0,0,0,0,0,0,"5",0,0,0,0,0,"3",0,0,0,"4",0,0,0,0,0,0,"16",0,0,0,"47",0,0,"33",0,"2","4",0,"4",0,0,0,"4",0,0,0,"1","2018","12","LC-01",2018-12-01
"3",0,0,0,0,0,0,0,0,0,0,"384",0,0,"23",0,0,0,0,0,0,0,0,"6","2",0,0,0,0,"7",0,0,0,0,0,0,0,"12",0,0,"27",0,0,"3","71",0,0,"29",0,0,0,"2","2",0,0,0,"5","3",0,0,0,"2018","12","LC-02",2018-12-01
"1",0,"5",0,0,0,0,0,0,0,0,"717",0,0,"18",0,0,0,0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,"4",0,"1",0,"62",0,0,"16",0,0,0,"28",0,0,"39",0,"4","3",0,"2",0,0,0,"1",0,0,0,0,"2018","12","LC-03",2018-12-01
"3",0,"31",0,0,0,0,0,0,0,0,"964",0,0,"16",0,0,0,0,0,0,0,0,"5",0,0,0,0,0,"6",0,0,0,"7",0,0,0,"66",0,0,"28",0,0,0,"55",0,0,"39",0,"1",0,0,"1",0,0,0,"4",0,0,0,0,"2018","12","LC-04",2018-12-01
0,0,0,0,0,0,0,0,0,0,"2","985",0,0,0,0,0,0,0,0,0,0,0,"8",0,0,0,0,0,"6",0,0,0,"3",0,"2",0,0,0,0,0,0,0,0,0,0,"2","113",0,"3",0,"2",0,0,0,0,"3",0,0,0,0,"2018","12","LC-05",2018-12-01
"3",0,"6",0,0,0,0,0,0,0,0,"321",0,0,"12",0,0,0,0,0,0,0,0,"11",0,0,0,0,0,"3",0,0,0,"4",0,0,0,"63",0,0,"18",0,0,0,0,0,"3","21",0,"2","2","2",0,0,0,0,"4","2",0,0,0,"2019","1","LC-01",2019-01-01
