"Temperatura","pH","Oxígeno disuelto","Conductividad","Alcalinidad total","Cloruros totales","Fluoruros","Nitrógeno amoniacal","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Zinc","Coliformes fecales","Fenoles","Plata","Temp. ambiente","fecha","año","mes","est"
13.5,8.33,7.51,1189,407.26,83.57,2.35,2.2,7.06,39.92,8.37,2.71,47,0.6,6.914,0.0025,0.0178,0.0005,0.05,0.05,3.318,0.286,0.0005,0.1,0.0025,0.02,90,0.01,,,2015-01-14,"2015","1","RV-01"
14.7,8.42,10.01,929,338.9,41.6,3.93,1.65,14.97,50.63,8.37,1.47,14,0.6,1.8974,0.0025,0.0114,0.0005,0.05,0.05,0.89,0.206,0.0005,0.1,0.0025,0.02,150,0.01,,,2015-01-14,"2015","1","RV-02"
15.2,8.92,7.61,830,316.44,48.99,3.73,0.98,6.88,33.1,8.37,1.39,25,1.6,1.521,0.0037,0.0197,0.0005,0.05,0.05,0.782,0.224,0.0005,0.1,0.0025,0.104,3,0.01,,,2015-01-15,"2015","1","RV-03"
18.9,8.83,7.98,808,256.21,43.1,5.06,1.04,3.8,27.26,8.37,0.82,13,4.4,1.5113,0.0054,0.0113,0.0005,0.05,0.05,0.798,0.123,0.0005,0.1,0.0025,0.101,40,0.01,,,2015-01-15,"2015","1","RV-04"
18.3,8.65,7.9,710,214.14,38.74,4.96,1.65,3.18,31.15,8.37,0.69,7,0.2,1.4311,0.0039,0.0064,0.0005,0.05,0.05,0.751,0.065,0.0005,0.1,0.0025,0.079,430,0.01,,,2015-01-14,"2015","1","RV-05"
19.1,8.69,8.21,665,211.28,32.57,4.72,1.59,1.29,27.26,8.37,0.52,15,0.4,1.0471,0.0031,0.0056,0.0005,0.05,0.05,0.535,0.05,0.0005,0.1,0.0025,0.034,90,0.01,,,2015-01-14,"2015","1","RV-06"
15.1,8.3,5.96,1161,421.14,80.9,2.75,0.85,4.73,32.5,8.37,2.62,50,0.4,4.0568,0.0025,0.0172,0.0005,0.05,0.05,1.842,0.545,0.0005,0.1,0.0025,0.02,230,0.01,,,2015-02-09,"2015","2","RV-01"
12.3,8.62,9.53,917,335.26,38.48,4.29,0.85,14.01,56.88,8.37,0.98,87,0.1,3.7004,0.0025,0.0103,0.0005,0.05,0.05,1.534,0.205,0.0005,0.1,0.0025,0.02,230,0.01,,,2015-02-09,"2015","2","RV-02"
15.8,8.76,8.53,930,331.35,56.2,4.33,0.5,8.22,44.93,8.37,1.81,9,1.39,1.491,0.0073,0.0104,0.0005,0.05,0.05,0.705,0.203,0.00077,0.1,0.0025,0.074,40,0.01,,,2015-02-10,"2015","2","RV-03"
20.3,8.86,7.69,842,262.54,53.39,6.5,0.5,2.66,25,8.37,0.93,7,0.99,1.5807,0.0098,0.0077,0.0005,0.05,0.05,0.705,0.107,0.00089,0.1,0.0025,0.02,230,0.01,,,2015-02-10,"2015","2","RV-04"
21.2,8.84,8.13,705,226.43,36.05,6.32,0.61,1.35,25,8.37,0.57,7,0.4,0.8041,0.0027,0.0061,0.0005,0.059,0.05,0.412,0.065,0.0005,0.1,0.0025,0.148,230,0.01,,,2015-02-09,"2015","2","RV-05"
19.1,8.73,7.94,643,203.5,28.36,4.13,0.55,1.26,25,8.37,0.52,55,0.89,1.5829,0.0028,0.0061,0.0005,0.052,0.05,0.809,0.061,0.0005,0.1,0.0025,0.095,90,0.01,,,2015-02-09,"2015","2","RV-06"
18,8.9,8.63,1253,459.16,98.38,3.71,0.5,16.13,60.91,8.37,1.9,114,1.2,5.995,0.0051,0.0129,0.0005,0.05,0.05,3.285,0.452,0.00169,0.1,0.0036,0.027,230,0.01,,,2015-03-11,"2015","3","RV-01"
17.2,8.71,8.59,980,326.39,46.55,7.09,0.61,14.06,45.56,8.37,1.17,80,0.9,2.8413,0.0075,0.0109,0.0005,0.05,0.05,1.472,0.371,0.00259,0.1,0.0025,0.03,9300,0.01,,,2015-03-11,"2015","3","RV-02"
17.6,8.49,5.6,888,314.4,48.02,5.24,0.55,5.62,33.09,8.37,1.36,49,1.2,2.124,0.0062,0.0086,0.0005,0.05,0.05,1.006,0.246,0.00095,0.1,0.0025,0.025,40,0.01,,,2015-03-11,"2015","3","RV-03"
21.6,8.77,7.19,811,257.7,52.73,7.12,0.5,1.51,25,8.37,1.07,19,1.5,1.078,0.0077,0.005,0.0005,0.05,0.05,0.537,0.08,0.00083,0.1,0.0025,0.028,90,0.01,,,2015-03-11,"2015","3","RV-04"
23.8,8.41,7.17,612,211.6,32.54,4.97,0.91,1.04,25,8.37,0.72,16,1.1,1.0417,0.007,0.0053,0.0005,0.05,0.05,0.51,0.053,0.00189,0.1,0.0025,0.034,90,0.01,,,2015-03-12,"2015","3","RV-05"
17.9,8.48,7.84,686,222.2,41.14,5.97,1.59,8.67,30.69,8.37,1.16,17,0.8,1.0296,0.0055,0.005,0.0005,0.05,0.05,0.681,0.075,0.0005,0.1,0.0025,0.023,24000,0.01,,,2015-03-12,"2015","3","RV-06"
20.6,8.67,5.24,1091,356.54,73.46,2.55,2.62,28.5,59.14,8.37,2.67,63,1.3,3.6322,0.0025,0.005,0.0005,0.05,0.05,1.661,0.471,0.0005,0.1,0.0025,0.02,4600,0.01,,,2015-04-08,"2015","4","RV-01"
20.7,8.73,6.94,1069,347.07,51.82,4.37,0.5,14.7,70.78,8.37,1.87,95,1.2,4.4671,0.0066,0.0062,0.00136,0.05,0.05,2.149,0.309,0.0005,0.1,0.0025,0.02,1500,0.01,,,2015-04-08,"2015","4","RV-02"
24.8,8.78,10.92,913,315.82,52.18,3.98,0.5,12.36,64.48,8.37,2.42,27,1,1.346,0.0064,0.005,0.0005,0.05,0.05,0.658,0.208,0.0005,0.1,0.0025,0.02,40,0.01,,,2015-04-09,"2015","4","RV-03"
28.2,9.37,15.11,851,290.25,50.46,5.13,0.5,23.94,91.63,8.37,1.6,44,1.1,1.3299,0.0072,0.005,0.0005,0.05,0.05,0.641,0.142,0.0005,0.1,0.0025,0.02,90,0.01,,,2015-04-09,"2015","4","RV-04"
25.7,9.11,6.98,732,255.22,43.74,4.92,0.98,6.8,43.2,8.37,1.28,35,1.4,1.2947,0.0061,0.005,0.0005,0.05,0.05,0.729,0.103,0.0005,0.1,0.0025,0.02,230,0.01,,,2015-04-10,"2015","4","RV-05"
25.8,9.12,5.57,710,242.43,39.88,4.29,0.91,7.59,43.63,8.37,1.34,27,1.6,1.3783,0.0067,0.005,0.0005,0.05,0.05,0.698,0.103,0.0005,0.1,0.0025,0.02,40,0.01,,,2015-04-10,"2015","4","RV-06"
23.4,8.05,5.44,826,332.02,54.25,4.63,0.55,5.04,23.65,8.37,0.87,22,1.3,0.3982,0.0025,0.0186,0.0005,0.05,0.05,0.334,1.179,0.00071,0.1,0.0025,0.168,4300,0.01,,,2015-05-25,"2015","5","RV-01"
25.1,8.94,4.74,1087,321.45,69.92,5.16,0.5,12.15,70.96,8.37,0.9,26,1.3,0.5104,0.0059,0.0153,0.0005,0.05,0.05,0.282,0.19,0.00128,0.1,0.0025,0.102,4300,0.01,,,2015-05-25,"2015","5","RV-02"
23,8.61,4.74,972,366.62,63.23,4.18,0.73,4.98,40.9,8.37,1.79,23,1.3,1.34,0.0032,0.0162,0.0005,0.05,0.05,0.606,0.155,0.00121,0.1,0.0025,0.07,40,0.01,,,2015-05-25,"2015","5","RV-03"
28.9,7.97,4.66,495,136.46,23.09,4.11,0.5,3.74,42.87,8.37,1.08,160,1.6,15.9922,0.0045,0.0134,0.0005,0.05,0.05,14.762,0.223,0.00134,0.1,0.0025,0.045,4300,0.01,,,2015-05-25,"2015","5","RV-04"
26.9,8.66,7.73,707,206.61,32.49,7.56,0.5,3.5,30.06,8.37,0.87,21,1,1.2859,0.0063,0.0079,0.0005,0.05,0.05,0.639,0.06,0.00115,0.1,0.0025,0.02,900,0.01,,,2015-05-25,"2015","5","RV-05"
28.5,8.68,6.22,655,187.39,24.89,6.3,0.5,2.3,23.16,8.37,0.57,20,1,1.496,0.0082,0.0079,0.0005,0.05,0.05,0.739,0.062,0.00122,0.1,0.0025,0.02,230,0.01,,,2015-05-25,"2015","5","RV-06"
25.6,8.1,6.19,1037,374.69,63.69,1.48,18.32,21,83.04,8.37,5.07,190,0.32,1.2137,0.0025,0.0081,0.0005,0.05,0.05,5.189,0.285,0.00091,0.1,0.0068,0.058,43000,,,,2014-06-26,"2014","6","RV-01"
23.8,7.94,6.13,699,267.23,37.48,3.23,7.55,35.28,107.32,8.37,5.16,610,1.12,1.2104,0.0033,0.0075,0.0005,0.05,0.05,16.488,0.496,0.00097,0.1,0.0038,0.151,93000,,,,2014-06-26,"2014","6","RV-02"
23.8,7.64,5.95,466,169.75,23.07,1.52,4.74,9.04,99.55,,2.64,613,0.1,0.283,0.0027,0.005,0.0005,0.05,0.05,12.985,0.364,0.0028,0.1,0.0025,0.108,70000,,,,2014-06-26,"2014","6","RV-03"
24.9,7.74,7.35,264,122.2,9.22,3.67,1.52,19.92,105.37,8.37,2.1,1450,1.71,1.2092,0.0037,0.0093,0.0005,0.05,0.05,44.711,0.884,0.00106,0.1,0.0077,0.187,150000,,,,2014-06-26,"2014","6","RV-04"
24.5,8.09,7.77,281,124.1,11.09,3.15,1.29,8.92,101.98,8.37,3.86,1290,0.32,0.2832,0.0043,0.015,0.0005,0.05,0.058,37.902,0.864,0.00104,0.1,0.0066,0.222,930000,,,,2014-06-26,"2014","6","RV-05"
25.3,7.91,7.48,282,128.38,9.73,3.24,1.23,10.88,102.46,8.37,2.44,1380,0.32,0.2868,0.0033,0.0079,0.0005,0.05,0.054,35.874,0.927,0.0013,0.1,0.005,0.179,230000,,,,2014-06-26,"2014","6","RV-06"
22.6,7.97,,787,267.71,47.92,1.52,6.9,11,56.64,8.37,3.91,101,1.12,8.6117,0.0046,0.005,0.0005,0.05,0.05,2.991,0.376,0.0011,0.1,0.0025,0.038,230,,,,2014-07-23,"2014","7","RV-01"
21.8,7.89,,246,96.05,7.67,1.07,0.99,4.64,49.44,8.37,0.95,146,0.92,17.047,0.0041,0.005,0.0005,0.05,0.05,5.542,0.19,0.00103,0.1,0.0025,0.05,43000,,,,2014-07-23,"2014","7","RV-02"
24.4,7.91,,253,99.85,8.52,1.11,1.17,5.1,51.36,8.37,0.95,168,7.49,16.799,0.0033,0.005,0.0005,0.05,0.05,5.404,0.182,0.00101,0.1,0.0025,0.074,23000,,,,2014-07-23,"2014","7","RV-03"
25.8,8.23,,256,96.05,9.69,1.28,1.34,4.9,49.92,8.37,1,195,1.51,15.3104,0.0028,0.005,0.0005,0.05,0.05,5.266,0.175,0.00103,0.1,0.0025,0.054,4300,,,,2014-07-23,"2014","7","RV-04"
23.7,8.3,7.96,290,113.17,9.92,1.09,1.29,4.26,47.04,8.37,1,240,0.72,16.0546,0.0036,0.005,0.0005,0.05,0.05,5.335,0.232,0.00112,0.1,0.0025,0.061,46000,,,,2014-07-23,"2014","7","RV-05"
25.2,8.28,7.89,288,106.51,9.92,1.73,0.88,4.48,54.72,8.37,1.15,300,0.72,25.4824,0.0044,0.005,0.0005,0.05,0.05,6.886,0.29,0.00112,0.1,0.0025,0.108,15000,,,,2014-07-23,"2014","7","RV-06"
23.6,8.13,7.43,927,306.43,56.38,2.19,10.06,11.72,73.07,9.52,4.14,62,0.32,2.849,0.0054,0.005,0.0005,0.05,0.05,1.18,0.158,0.0005,0.1,0.0025,0.031,9300,0.01,,,2014-08-11,"2014","8","RV-01"
22.2,8.06,7.77,646,222.07,33.36,1.5,0.94,9.34,68.64,8.37,1.83,1026,4.1,25.7304,0.0086,0.0092,0.0005,0.05,0.05,10.272,0.613,0.00106,0.1,0.0067,0.117,1100000,0.01,,,2014-08-11,"2014","8","RV-02"
23.6,8.11,6.18,431,146.83,15.41,1.21,0.76,4.91,57.87,8.37,1.09,280,0.52,15.3043,0.0062,0.005,0.0005,0.05,0.05,6.094,0.303,0.00057,0.1,0.0025,0.028,460000,0.01,,,2014-08-11,"2014","8","RV-03"
25,8.24,7.23,327,113.54,13.11,1.19,0.58,2.84,47.08,8.37,0.78,207,0.72,16.4522,0.0065,0.005,0.0005,0.05,0.05,6.586,0.232,0.00094,0.1,0.0025,0.129,9300,0.01,,,2014-08-11,"2014","8","RV-04"
20,7.01,6.5,568,114.91,14.98,0.94,0.58,4.8,54.02,8.37,1.2,400,,25.52,0.0025,0.005,0.0005,0.05,0.05,15.201,0.333,0.00072,0.1,0.0025,0.083,43000,0.01,,,2014-08-11,"2014","8","RV-06"
23.5,8.02,5.22,865,284.7,56.36,1.63,1.81,12.93,60.12,8.37,2.97,65,0.52,2.717,0.0025,0.005,0.0005,0.05,0.05,1.22,0.715,0.00067,0.1,0.0025,0.109,7500,0.01,,,2014-09-04,"2014","9","RV-01"
24.5,8.08,6.85,506,161.8,19.04,1.4,1.17,4.73,37.15,8.37,1.19,140,0.32,10.34,0.0025,0.005,0.0005,0.05,0.05,6.548,0.229,0.00076,0.1,0.0025,0.07,46000,0.01,,,2014-09-04,"2014","9","RV-02"
23.2,8.08,6.58,471,153.26,17.07,1.31,0.82,4.02,36.17,8.37,1.2,125,0.52,7.051,0.0025,0.005,0.0005,0.05,0.05,4.627,0.193,0.00073,0.1,0.0025,0.075,43000,0.01,,,2014-09-04,"2014","9","RV-03"
24.9,8.29,7.67,371,124.32,14.8,1.39,0.94,2.7,38.61,8.37,1.06,124,0.32,10.263,0.0025,0.005,0.0005,0.05,0.05,5.715,0.182,0.00067,0.1,0.0025,0.061,23000,0.01,,,2014-09-04,"2014","9","RV-04"
24.8,8.42,8.01,366,123.17,16.58,1.35,1.05,4.79,32.75,8.37,1.03,124,1.71,8.635,0.003,0.005,0.0005,0.05,0.05,5.506,0.217,0.00069,0.1,0.0025,0.053,46000,0.01,,,2014-09-04,"2014","9","RV-05"
27.2,8.44,7.36,366,128.11,16.39,1.35,1.05,3.44,33.73,8.37,0.9,87,1.12,6.215,0.0038,0.005,0.0005,0.05,0.05,4.042,0.151,0.00078,0.1,0.0025,0.051,24000,0.01,,,2014-09-04,"2014","9","RV-06"
20.8,8.23,8.35,817,258.75,57.95,1.55,1.52,10.13,85.96,8.37,3.96,92,1.45,5.28,0.0041,0.01,0.0005,0.05,0.05,1.619,0.359,0.0015,0.1,0.0025,0.032,2300,0.01,,,2014-10-07,"2014","10","RV-01"
21.3,7.92,7,434,144,17.82,1.19,1.7,4.44,44.38,8.37,1.45,88,6.64,8.8,0.0037,0.005,0.0005,0.05,0.05,2.306,0.167,0.00136,0.1,0.0025,0.021,4300,0.01,,,2014-10-07,"2014","10","RV-02"
20.8,7.79,5.14,276,111.6,12.59,0.91,2.63,8.28,120.93,11.76,2.13,800,1.05,44.583,0.006,0.0163,0.0005,0.05,0.05,11.164,0.7,0.00225,0.1,0.0126,0.136,750000,0.01,,,2014-10-07,"2014","10","RV-03"
22.5,8.03,7.51,257,93.15,10.32,0.91,1.05,5.57,75.52,8.37,1.19,260,1.45,26.114,0.0031,0.0053,0.0005,0.05,0.05,7.238,0.318,0.00137,0.1,0.0025,0.056,200000,0.01,,,2014-10-07,"2014","10","RV-04"
23.1,8.03,7.87,314,110.7,15.37,0.93,1.34,2.58,49.06,8.37,1.07,66,1.85,10.857,0.0028,0.005,0.0005,0.05,0.05,3.14,0.144,0.0013,0.1,0.0025,0.047,23000,0.01,,,2014-10-07,"2014","10","RV-05"
24,8.12,7.85,320,114.3,14.38,0.85,1.52,1.97,43.45,8.37,1.08,65,2.25,11.748,0.0033,0.005,0.0005,0.05,0.05,3.386,0.151,0.00124,0.1,0.0025,0.056,23000,0.01,,,2014-10-07,"2014","10","RV-06"
17.9,8.01,4.09,983,355.27,66.67,1.97,0.88,4.56,42,8.37,3.25,61,0.8,7.194,0.0053,0.005,0.00073,0.05,0.05,0.378,,0.00125,0.1,0.0042,0.042,230,0.01,,,2014-11-10,"2014","11","RV-01"
18.6,8.77,9.93,765,274.01,28.52,2.69,0.88,7.2,38.09,8.37,0.93,26,1,1.6236,0.006,0.005,0.0005,0.05,0.05,0.748,,0.00152,0.1,0.0025,0.029,9300,0.01,,,2014-11-10,"2014","11","RV-02"
18,8.89,10.31,574,238.83,25.74,2.16,0.64,7.9,39.56,8.37,1.51,28,1.8,1.7908,0.0048,0.005,0.0005,0.05,0.05,0.871,,0.00126,0.1,0.0025,0.021,40,0.01,,,2014-11-10,"2014","11","RV-03"
22,8.96,8.84,545,193.24,22.91,3.23,0.53,7.15,29.79,8.37,0.93,40,2.6,2.3628,0.0058,0.005,0.0005,0.05,0.05,1.088,,0.00153,0.1,0.0025,0.035,90,0.01,,,2014-11-10,"2014","11","RV-04"
21.1,8.57,8.1,503,170.95,21.92,3.32,0.99,11.22,36.63,8.37,1.14,39,1,1.6071,0.0054,0.005,0.0005,0.05,0.05,9.62,,0.00126,0.1,0.0025,0.04,150000,0.01,,,2014-11-10,"2014","11","RV-05"
22.9,8.62,8.71,463,175.9,17.26,3.05,0.7,2.82,29.3,21,0.66,56,1.4,25.4824,0.0044,0.005,0.0005,0.05,0.05,0.923,,0.00148,0.1,0.0025,0.04,930,0.01,,,2014-11-10,"2014","11","RV-06"
24.6,8.58,3.4,842,393.05,84.49,,0.5,5.14,40.13,8.37,1.25,28,1.6,1.672,0.0025,0.0198,0.0005,0.05,0.05,0.74,0.515,0.00076,0.1,0.0025,0.061,930,0.01,,,2015-06-08,"2015","6","RV-01"
26.2,9.21,8.77,853,322.41,55.26,,0.5,10.04,47.15,8.37,0.68,35,5,1.2067,0.0025,0.0165,0.0005,0.05,0.05,0.573,0.111,0.0005,0.1,0.0025,0.026,430,0.01,,,2015-06-08,"2015","6","RV-02"
24.2,8.26,5.3,1387,201.81,33.62,,0.5,5.82,49.66,8.37,0.69,44,0.8,1.5224,0.0025,0.0186,0.0005,0.05,0.05,0.761,0.126,0.0006,0.1,0.0025,0.226,150,0.01,,,2015-06-08,"2015","6","RV-03"
27.3,8.58,6.81,644,410.83,194.82,,0.5,9.1,28.09,12.6,3.77,31,7.4,3.3088,0.0025,0.0117,0.0005,0.05,0.05,2.745,0.084,0.00068,0.1,0.0025,0.222,9300,0.01,,,2015-06-08,"2015","6","RV-04"
26.9,8.7,7.34,853,168.17,21.55,,0.5,2.17,25,11.04,0.52,35,0.7,4.917,0.0025,0.0067,0.0005,0.05,0.05,3.348,0.078,0.00057,0.1,0.0025,0.02,430,0.01,,,2015-06-09,"2015","6","RV-05"
24.6,8.72,6.84,846,172.98,22.02,,0.5,1.98,25,11.6,0.51,27,7.3,1.4762,0.0025,0.005,0.0005,0.05,0.05,0.74,0.05,0.0005,0.1,0.0025,0.02,230,0.01,,,2015-06-09,"2015","6","RV-06"
24.3,7.72,4.99,417,150.09,19.04,0.78,5,7.66,51.75,8.37,1.79,280,7,14.4375,0.0032,0.0122,0.0005,0.05,0.05,11.855,0.201,0.00193,0.1,0.0025,0.113,110000,0.01,,,2015-07-06,"2015","7","RV-01"
23.2,7.99,4.87,233,96.63,9.01,0.66,0.5,7.32,51.25,8.37,1.25,277,6.4,5.225,0.0025,0.0116,0.0005,0.05,0.05,1.995,0.14,0.00134,0.1,0.0025,0.079,240000,0.01,,,2015-07-06,"2015","7","RV-02"
22.8,7.39,5.55,241,82.4,8.5,0.52,0.5,8.76,54.24,8.37,1.2,257,1.8,18.1176,0.0029,0.0091,0.0005,0.05,0.05,10.094,0.214,0.00075,0.1,0.0025,0.059,460000,0.01,,,2015-07-07,"2015","7","RV-03"
29.3,7.64,7.23,273,86.33,9.52,0.52,0.5,5.75,67.18,8.37,1.29,297,1.9,19.1529,0.0041,0.0082,0.0005,0.05,0.05,9.815,0.234,0.0007,0.1,0.0025,0.075,240000,0.01,,,2015-07-07,"2015","7","RV-04"
23.5,8.34,7.58,235,82.4,9.47,0.62,0.5,5.73,48.76,8.37,1.22,273,2,16.3059,0.0025,0.0083,0.0005,0.05,0.05,8.14,0.236,0.00064,0.1,0.0025,0.08,43000,0.01,,,2015-07-07,"2015","7","RV-05"
26.2,8.29,7.28,231,83.87,9.19,0.57,0.5,6.33,58.22,8.37,1.36,323,5.78,19.1529,0.0045,0.0085,0.0005,0.05,0.05,10.373,0.309,0.00076,0.1,0.0025,0.097,93000,0.01,,,2015-07-07,"2015","7","RV-06"
23.9,8.06,5.72,707,241.56,45.34,0.89,0.5,21.54,64.38,8.37,2.71,153,0.32,6.2856,0.0044,0.005,0.0005,0.05,0.05,4.665,0.39,0.00086,0.1,0.0025,0.037,1500,0.01,,,2015-08-10,"2015","8","RV-01"
23.8,8.08,6.36,461,162.99,22,0.8,0.5,5.64,54.97,8.37,1.13,110,1.04,4.499,0.0038,0.005,0.0005,0.05,0.05,3.596,0.16,0.00085,0.1,0.0025,0.042,110000,0.01,,,2015-08-10,"2015","8","RV-02"
23.4,8.4,5.93,370,148.35,15.31,0.76,0.5,6.18,25,8.37,1.38,152,1.58,9.4285,0.0039,0.005,0.0005,0.05,0.05,6.848,0.207,0.00078,0.1,0.0025,0.047,15000,0.01,,,2015-08-10,"2015","8","RV-03"
28.4,8.21,5.8,243,106.87,10.76,0.48,0.5,5.43,25,8.37,1.27,122,0.66,5.6571,0.0038,0.005,0.0005,0.05,0.05,4.487,0.138,0.00053,0.1,0.0025,0.042,110000,0.01,,,2015-08-10,"2015","8","RV-04"
24.8,8.54,7.4,393,139.08,15.94,0.97,0.5,2.89,48.33,8.37,1.05,124,1.78,6.226,0.0025,0.005,0.00248,0.05,0.05,3.853,0.168,0.00054,0.1,0.0025,0.02,4300,0.01,,,2015-08-17,"2015","8","RV-05"
24.9,8.47,7.51,371,132.74,16.52,0.88,0.5,2.25,30.08,8.37,0.99,114,1.94,7.26,0.0029,0.005,0.00152,0.05,0.05,3.989,0.16,0.0005,0.1,0.0025,3.309,1500,0.01,,,2015-08-17,"2015","8","RV-06"
24,7.86,3.76,874,304.67,54.02,1.24,5.73,21.66,70.5,8.37,4.62,108,3.2,3.388,0.0025,0.01,0.0005,0.05,0.05,2.862,0.409,0.0005,0.1,0.0025,0.025,230,0.01,,,2015-09-09,"2015","9","RV-01"
24.5,8.02,6.2,424,152.83,19.52,0.91,0.5,5.85,39.28,8.37,1.84,136,5.76,7.821,0.0025,0.0076,0.0005,0.05,0.05,5.256,0.148,0.0005,0.1,0.0025,0.032,23000,0.01,,,2015-09-09,"2015","9","RV-02"
24.9,8.21,5.57,407,155.29,17.65,0.96,0.5,4.29,44.82,8.37,1.56,118,2.06,6.842,0.0025,0.0069,0.0005,0.05,0.05,4.864,0.132,0.0005,0.1,0.0025,0.027,46000,0.01,,,2015-09-09,"2015","9","RV-03"
26.6,8.4,6.73,317,130.15,13.38,0.75,0.5,3.54,53.88,8.37,1.35,111,1.6,7.337,0.0025,0.0052,0.0005,0.05,0.05,4.785,0.129,0.0005,0.1,0.0025,0.035,4600,0.01,,,2015-09-09,"2015","9","RV-04"
25,8.3,7.3,259,99.09,11.4,0.61,0.5,4.06,44.49,8.37,1.07,109,16,7,0.0025,0.005,0.0005,0.05,0.05,4.302,0.117,0.0005,0.1,0.0025,0.022,4300,0.01,,,2015-09-07,"2015","9","RV-05"
24.9,8.25,7.54,256,100.57,12.41,0.71,0.59,3.25,45,8.37,1.1,96,2,6.6,0.0025,0.005,0.0005,0.05,0.05,3.822,0.11,0.0005,0.1,0.0025,0.022,3900,0.01,,,2015-09-07,"2015","9","RV-06"
12.1,8.47,7.42,1064,393.39,70.65,4.85,0.5,5.46,39.31,8.37,3.39,108,1.84,8.503,0.0047,0.0077,0.0008,0.05,0.05,5.209,0.341,0.00071,0.1,0.0025,0.081,150,0.01,,,2016-02-09,"2016","2","RV-01"
12.7,8.96,15.01,946,339.97,48.47,4.33,0.5,8.46,52.92,8.37,1.62,75,1.74,2.0251,0.0053,0.0063,0.00074,0.05,0.05,0.953,0.268,0.00071,0.1,0.0025,0.069,4600,0.01,,,2016-02-09,"2016","2","RV-02"
13.6,9.31,10.45,728,262.19,50.84,5.62,0.5,10.54,46.87,8.37,1.4,52,1.68,1.804,0.0059,0.012,0.0005,0.05,0.05,0.952,0.164,0.0005,0.1,0.0025,0.052,70,0.01,,,2016-02-10,"2016","2","RV-03"
13.6,9.54,13.91,783,234.06,43.04,7.66,0.5,9.83,25,8.37,1.1,31,1.58,1.1935,0.0075,0.0109,0.0005,0.05,0.05,0.648,0.134,0.0005,0.1,0.0025,0.049,3,0.01,,,2016-02-10,"2016","2","RV-04"
18.7,8.96,8.62,711,218.99,38.21,4.08,0.5,10.8,25,8.37,1.17,29,1.26,0.9603,0.0076,0.005,0.0005,0.05,0.05,0.546,0.097,0.00057,0.1,0.0025,0.029,7500,0.01,,,2016-02-10,"2016","2","RV-05"
19.9,8.83,7.81,630,188.84,26.78,4.17,0.94,6.8,25,8.89,0.66,21,16.56,0.7018,0.0078,0.005,0.0005,0.05,0.05,0.39,0.064,0.00056,0.1,0.0025,0.133,2400,0.01,,,2016-02-10,"2016","2","RV-06"
20.4,8.62,4,1129,436.02,81.61,2.45,0.5,14.49,50.69,8.37,1.89,27,4.91,1.3552,0.0051,0.0098,0.0005,0.05,0.05,0.691,0.699,0.0007,0.1,0.0025,0.02,430,0.01,0.05,,2016-04-12,"2016","4","RV-01"
22.9,8.85,6.03,970,320.13,57.16,4.15,0.5,15.63,58.37,9.19,1.17,47,2.04,0.9086,0.0051,0.005,0.0005,0.05,0.05,0.491,0.312,0.00125,0.1,0.0025,0.02,430,0.01,0.05,,2016-04-12,"2016","4","RV-02"
23.7,8.72,1.67,868,346.87,60.69,3.57,0.5,9.78,72.7,8.37,1.56,40,1.7,0.9328,0.0065,0.0086,0.0005,0.05,0.05,0.472,0.159,0.00107,0.1,0.0025,0.027,3,0.01,0.05,,2016-04-13,"2016","4","RV-03"
27,8.67,4.27,743,235.94,41.78,5.73,0.5,4.86,25,8.37,0.87,16,8.4,0.5621,0.0083,0.005,0.0005,0.05,0.05,0.315,0.077,0.00118,0.1,0.0025,0.049,40,0.01,0.05,,2016-04-13,"2016","4","RV-04"
27.3,9.55,8.25,666,214.54,38.2,4.59,0.5,4.98,29.7,8.37,0.96,13,1.84,0.7172,0.0074,0.005,0.0005,0.05,0.05,0.393,0.073,0.00099,0.1,0.0025,0.02,40,0.01,0.05,,2016-04-13,"2016","4","RV-05"
23.9,8.66,7.32,693,204.44,33.81,4.04,0.5,6.12,32.26,8.37,0.76,28,1.72,0.9361,0.0082,0.005,0.0005,0.05,0.05,0.491,0.081,0.0011,0.1,0.0025,0.098,40,0.01,0.05,,2016-04-13,"2016","4","RV-06"
22.3,9.15,5.3,1212,458.69,103,1.4,0.5,7.26,69.66,8.37,1.38,67,1.68,4.1019,0.0083,0.0201,0.0005,0.05,0.05,1.753,0.314,0.0005,0.1,0.0025,0.02,230,0.01,,,2016-06-07,"2016","6","RV-01"
23.4,9.12,7.38,1086,292.71,78.28,2.9,0.5,12.15,232.06,8.37,0.43,32,2.02,0.7744,0.0098,0.0168,0.0005,0.05,0.05,0.33,0.133,0.00105,0.1,0.0025,0.02,40,0.01,,,2016-06-07,"2016","6","RV-02"
23.9,8.5,6.94,626,274.61,44.69,0.81,0.5,4.56,34.57,8.37,2.91,24,1.62,1.5818,0.0058,0.0109,0.0005,0.05,0.05,0.572,0.159,0.00064,0.1,0.0025,0.025,3,0.01,0.05,,2016-06-08,"2016","6","RV-03"
27.5,8.82,8.02,678,190.65,31.85,4.99,0.5,1.85,25,15.3,0.43,10,0.61,1.2254,0.0149,0.0074,0.0005,0.05,0.05,0.323,0.05,0.00117,0.1,0.0025,0.02,430,0.01,0.05,,2016-06-08,"2016","6","RV-04"
