"Temperatura","pH","Oxígeno disuelto","Conductividad","Alcalinidad total","Cloruros totales","Fluoruros","Nitrógeno amoniacal","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Zinc","Coliformes fecales","Fenoles","Plata","Temp. ambiente","fecha","año","mes","est"
21,8.1,4.09,1142,373,81.69,2.32,0.5,,39.346,9.56,3.64,146,0.1,8,0.0056,0.163,0.00094,0.05,0.05,3.312,0.364,0.0005,0.1,0.0179,0.034,24000,0.01,0.05,28,2023-09-14,"2023","9","RV-01"
23,7.9,2.21,1051,238.87,54.49,1.95,0.5,,24.961,5.79,2.22,58,0.1,5.52,0.0139,0.112,0.0005,0.05,0.05,2.374,0.246,0.0005,0.1,,0.09,,0.01,0.05,27,2023-09-14,"2023","9","RV-02"
23,8,4.76,1196,189.58,29.58,1.88,0.5,5,8.996,7.7,,,0.1,12.15,0.0025,0.101,0.0005,0.05,0.05,5.573,0.146,0.0005,0.1,,0.02,460,0.01,0.05,28,2023-09-14,"2023","9","RV-03"
25,8.4,6.62,1028,165.44,28.9,2.6,0.5,5.1,14.393,6.85,1.47,,0.1,,0.0025,0.098,0.0005,0.05,0.05,,0.138,0.0005,0.1,,0.02,93,0.01,0.05,27,2023-09-14,"2023","9","RV-04"
25,8.3,6.96,1085,198.36,32.83,2.79,0.67,5.1,21.565,6.44,1.32,226.32,0.1,14.95,0.0025,0.107,0.0005,0.05,0.05,8.089,0.301,0.0005,0.1,0.0136,0.048,4600,0.01,0.05,36,2023-09-11,"2023","9","RV-06"
25,8.6,7.1,544,188.47,30.55,3.04,0.5,5.1,26.109,9.08,1.5,271.43,0.1,17.65,0.0025,0.116,0.0005,0.05,0.05,8.915,0.246,0.0005,0.1,0.0152,0.037,4600,0.01,0.05,28,2023-09-11,"2023","9","RV-05"
23,7.9,5.08,972,373.99,10.25,1.5,1.02,4.6,14.742,7.48,1.41,20,0.1,0.555,0.0123,0.31,0.00061,0.05,0.05,0.439,2.372,0.0005,0.1,0.0097,0.02,4600,0.01,0.05,31,2023-10-05,"2023","10","RV-01"
23,,6.92,963,297.18,59.03,1.75,0.5,5.7,38.609,,1.08,39,0.1,2.18,0.0025,0.129,0.00052,0.05,0.05,0.966,0.114,0.0005,0.1,,0.064,4600,0.01,0.05,31,2023-10-05,"2023","10","RV-02"
21,8,5.38,365,148.11,15.64,1.12,0.85,5.8,40.315,9.42,1.27,,0.1,17.16,0.0025,0.115,0.0005,0.05,0.05,7.778,0.151,0.0005,0.1,0.0064,0.02,,0.01,0.05,26,2023-10-05,"2023","10","RV-03"
25,8.5,6.75,469,161.44,25.69,1.89,0.5,3.9,27.736,5.54,1.41,,0.1,,0.0025,0.105,0.0005,0.05,0.05,,0.144,0.0005,0.1,0.0078,0.02,,0.01,0.05,30,2023-10-05,"2023","10","RV-04"
26,8.1,6.63,498,162.87,24.19,2.47,0.5,3.8,22.292,5.53,0.94,,0.1,10.45,0.0066,0.073,0.0005,0.05,0.05,5.05,0.225,0.0005,0.1,0.0047,0.064,,0.01,0.05,30,2023-10-06,"2023","10","RV-06"
24,8.2,6.44,516,165.54,27.34,2.25,0.5,5.3,,7.79,1.23,119.05,0.1,12.55,0.0025,0.09,0.0005,0.05,0.05,5.999,0.223,0.0005,0.1,0.006,0.14,,0.01,0.05,33,2023-10-06,"2023","10","RV-05"
19,8.2,6.6,1182,424.45,76.93,1.8,14.08,17.2,63.682,5.34,3.52,,0.1,7.98,0.0134,0.162,0.00085,0.05,0.05,3.579,0.223,0.0005,0.1,0.0163,0.092,24000,0.01,0.05,24,2023-11-13,"2023","11","RV-01"
19,,7.45,,342.39,70.23,2.52,0.66,8.1,24.854,5.21,1.74,47.14,0.1,2.65,,0.116,0.0008,0.05,0.05,1.311,0.094,0.0005,0.1,,0.034,,0.01,0.05,24,2023-11-13,"2023","11","RV-02"
21,8.8,8.42,950,324.16,61.93,2.24,0.9,,28.535,16.19,1.79,29,0.1,1.66,,0.098,0.00072,0.05,0.05,0.752,0.108,0.0005,0.1,0.0086,0.078,930,0.01,0.05,25,2023-11-14,"2023","11","RV-03"
25,8.6,7.12,803,264.9,48.63,3.78,0.5,5.6,18.185,,1.38,15,0.1,1.75,,0.0074,0.0005,0.05,0.05,0.76,0.057,0.0005,0.1,0.0062,0.02,240,0.01,0.05,29,2023-11-14,"2023","11","RV-04"
24,8.6,7.55,616,191.96,32.29,3.22,0.5,2,5,,0.62,33,0.1,2.495,,0.052,0.0005,0.05,0.05,1.377,0.064,0.0005,0.1,0.0055,0.025,230,0.01,0.05,32,2023-11-13,"2023","11","RV-06"
21,8.6,7.37,690,202.31,40.19,3.6,0.5,3.1,6.398,,0.89,32,0.1,3.11,,0.063,0.0005,0.05,0.05,2.036,0.098,0.0005,0.1,0.0064,0.106,24000,0.01,0.05,25,2023-11-13,"2023","11","RV-05"
15,7.6,5.83,1143,421.76,71.65,2.02,14.81,9.3,43.853,7.49,5.9,,0.1,8.34,0.0104,0.14,0.00081,0.05,0.05,5.111,0.274,0.0005,0.1,0.0065,0.045,46000,0.01,0.05,,2023-12-11,"2023","12","RV-01"
16,7.8,6.9,925,344.57,71.65,2.07,2.12,4.8,7.72,7.24,,80.3,0.1,3.99,,0.104,0.00083,0.05,0.05,2.309,0.117,0.0005,0.1,0.0086,0.027,4600,0.01,0.05,,2023-12-11,"2023","12","RV-03"
17,8.6,7.95,1010,320.36,63.76,2.79,0.5,2.1,5,11.15,3.24,77.22,0.1,4.73,,0.105,0.00071,0.05,0.05,2.941,0.135,0.0005,0.1,0.0083,0.025,15000,0.01,0.05,,2023-12-11,"2023","12","RV-04"
20,8.5,8.01,801,247.72,48.93,4.03,0.5,2,5,7.02,1.48,121,0.1,6.42,,0.084,0.00083,0.05,0.05,4.451,0.199,0.0005,0.1,0.0054,0.162,46000,0.01,0.05,,2023-12-11,"2023","12","RV-06"
20,8.7,7.04,955,,60.61,3.25,0.5,2,5,,2.08,160,0.1,6.5,,0.107,0.00095,0.05,0.05,4.357,0.197,0.0005,0.1,0.0025,0.112,46000,0.01,0.05,,2023-12-11,"2023","12","RV-05"
16,8,4.89,1123,433.87,83.62,2.54,4.39,5.6,57.431,21.37,4.54,82.35,0.1,6.3285,0.022,0.1568,0.01345,0.05,0.05,3.4,0.281,0.0005,0.1,0.0241,0.583,460,0.01,0.05,29,2024-01-23,"2024","1","RV-01"
14,9,10.18,1823,357.21,65.93,3.99,0.5,7.2,53.202,21.59,1.73,83.67,0.1,3.8799,0.0025,0.1026,0.00135,0.05,0.05,2.155,0.16,0.00052,0.1,0.0173,0.286,460,0.01,0.05,24,2024-01-23,"2024","1","RV-02"
17,9.2,15.13,886,331.16,58.05,3.24,0.5,11.9,45.909,19.95,2.66,34,0.1,0.9112,0.0025,0.0759,0.00053,0.05,0.05,0.481,0.05,0.0005,0.1,0.0107,0.02,23,0.01,0.05,23,2024-01-23,"2024","1","RV-03"
21,9,7.97,820,268.54,48.04,5,0.5,14.9,27.169,17.76,1.45,27,0.1,1.7469,0.0382,0.0682,0.0005,0.05,0.05,0.864,0.05,0.0005,0.1,0.0143,0.02,1100,0.01,0.05,28,2024-01-23,"2024","1","RV-04"
20,8.7,8.42,686,214.57,35.92,4.19,0.5,4.2,20.996,22.34,1.29,15,0.65,1.4905,0.0338,0.0467,0.0005,0.05,0.05,0.878,0.05,0.0005,0.1,0.013,0.02,460,0.01,0.05,27,2024-01-23,"2024","1","RV-06"
17,8.5,8.08,743,224.72,40.41,4.97,0.5,3.5,22.624,22.79,1.54,19,0.1,1.8367,0.0339,0.0529,0.0005,0.05,0.05,1.13,0.051,0.0005,0.1,0.0141,0.02,460,0.01,0.05,22,2024-01-23,"2024","1","RV-05"
16,7.9,4.93,1211,465.28,80.43,1.93,18.47,17.9,65.745,13.2,4.89,60.29,0.15,3.9483,0.0028,0.1172,0.00084,0.05,0.05,1.803,0.339,0.0005,0.1,0.0179,0.02,4600,0.01,0.05,32,2024-02-22,"2024","2","RV-01"
17,8.3,8.16,1158,453.2,80.28,2.49,12.54,16.1,68.053,16.98,3.46,62.82,0.13,2.7203,0.0025,0.1094,0.0009,0.05,0.05,1.285,0.123,0.0005,0.1,0.0173,0.02,430,0.01,0.05,27,2024-02-22,"2024","2","RV-02"
18,8.5,7.71,1146,404.41,80.77,2.55,2.22,7.8,46.457,13.72,2.81,55,0.1,3.6957,0.0256,0.1125,0.00076,0.05,0.05,1.637,0.05,0.0005,0.1,0.0159,0.02,46000,0.01,0.05,30,2024-02-22,"2024","2","RV-03"
17,9.2,8.59,898,311.86,59.14,3.35,0.5,4.9,22.958,22.09,1.89,64,0.1,3.6388,0.0036,0.0808,0.00078,0.05,0.05,1.523,0.098,0.0005,0.1,0.0159,0.02,4600,0.01,0.05,26,2024-02-22,"2024","2","RV-04"
22,8.4,7.65,556,174.63,36.69,0.44,0.5,2.3,25.7,15.3,0.79,28,0.1,1.5401,0.0254,0.0437,0.0005,0.05,0.05,0.883,0.05,0.0005,0.1,0.0078,0.022,4600,0.01,0.05,29,2024-02-22,"2024","2","RV-06"
20,8,7.14,613,186.95,29.89,0.8,0.5,3.1,16.164,19.37,0.8,21,0.1,1.278,0.0036,0.036,0.0005,0.05,0.05,0.763,0.05,0.0005,0.1,0.0085,0.038,4600,0.01,0.05,27,2024-02-22,"2024","2","RV-05"
17,8.2,4.35,1180,453.5,88.11,2.31,3.03,22.7,67.012,34.98,4.76,117.46,0.52,4.74,0.0025,0.1743,0.00126,0.05,0.05,2.64,0.722,0.00063,0.1,0.0171,0.032,43,0.01,0.05,28,2024-03-12,"2024","3","RV-01"
20,9,9.04,850,373,82.29,4.79,0.5,17.9,57.519,24.66,1.41,43,0.68,2.4896,0.0028,0.1123,0.00105,0.05,0.058,1.292,0.445,0.0005,0.1,0.0122,0.025,240,0.01,0.05,31,2024-03-12,"2024","3","RV-02"
20,9.4,17.49,945,399.5,79.35,3.53,0.5,15.7,34.155,20.1,1.17,31,0.42,0.6653,0.0025,0.0776,0.00071,0.05,0.05,0.351,0.132,0.0005,0.1,0.0053,0.02,43,0.01,0.05,30,2024-03-12,"2024","3","RV-03"
22,8.8,5.94,765,276,56.06,5.85,0.5,30.4,72.141,25.78,0.87,18,0.48,0.6944,0.0372,0.0548,0.00054,0.05,0.05,0.343,0.067,0.0005,0.1,0.0063,0.024,23,0.01,0.05,26,2024-03-12,"2024","3","RV-04"
24,8.4,7.75,680,223.21,44.62,4.06,0.5,9.6,21.226,21.05,0.43,31,0.52,1.5569,0.0031,0.0543,0.0005,0.05,0.05,0.957,0.078,0.00054,0.1,0.0053,0.045,43,0.01,0.05,34,2024-03-13,"2024","3","RV-06"
22,8.6,7.35,768,252,49.36,4.78,0.5,8.7,33.43,19.05,0.77,14,2.89,0.8118,0.0034,0.0591,0.0005,0.05,0.05,0.819,0.087,0.0005,0.1,0.0045,0.071,2400,0.01,0.05,33,2024-03-13,"2024","3","RV-05"
23,8.7,6.05,1045,384.93,90.81,4.44,0.5,11.5,45.706,39.42,1.63,39,0.32,1.1967,0.0391,0.0756,0.00098,0.05,0.05,0.711,0.076,0.00057,0.1,0.0086,0.02,43,0.01,0.05,32,2024-04-23,"2024","4","RV-01"
26,8.6,4.57,679,177.12,31.34,9.98,0.5,6.2,20.188,23.74,0.51,22,0.1,1.727,0.0158,0.0418,0.00096,0.05,0.05,0.939,0.05,0.00099,0.1,0.0134,0.02,1100,0.01,0.05,30,2024-04-23,"2024","4","RV-02"
25,9.4,9.3,916,378.83,87.91,3.59,0.5,16,76.07,5.14,1.65,33.33,0.12,1.2083,0.0055,0.0782,0.00089,0.05,0.05,0.609,0.081,0.0005,0.1,0.0177,0.02,43,0.01,0.05,30,2024-04-29,"2024","4","RV-03"
27,8.7,7.24,575,185.75,29.7,8.02,0.5,2.3,32.215,5.14,0.47,12,0.1,1.7021,0.007,0.0397,0.00051,0.05,0.05,0.831,0.05,0.0005,0.1,0.0261,0.02,93,0.01,0.05,33,2024-04-29,"2024","4","RV-04"
27,8.6,7.05,601,184.43,33.21,5.49,0.5,2.2,17.809,23.48,0.94,27,0.22,1.7016,0.0292,0.0381,0.00081,0.05,0.05,0.957,0.05,0.0005,0.1,0.019,0.02,460,0.01,0.05,36,2024-04-23,"2024","4","RV-06"
24,8.4,6.58,673,204.02,44,5.9,1.11,3.7,37.466,24.09,1.45,13,0.1,0.742,0.0155,0.041,0.00077,0.05,0.05,0.849,0.101,0.0005,0.1,0.0085,0.02,24000,0.01,0.05,33,2024-04-23,"2024","4","RV-05"
26,9.4,7.32,1176,386.84,98.92,5.81,0.5,21.6,61.282,5.72,8.99,19,0.1,1.0208,0.0295,0.08,0.00102,0.05,0.05,0.417,0.078,0.00233,0.1,0.0025,0.02,4600,0.01,0.05,36,2024-05-27,"2024","5","RV-03"
28,8.8,6.28,670,173.57,28.86,10.43,0.5,5.8,15.772,5.96,6.26,14,0.83,1.5797,0.0292,0.0326,0.00075,0.05,0.05,0.659,0.05,0.0005,0.1,0.0025,0.02,2400,0.01,0.05,35,2024-05-27,"2024","5","RV-04"
30,8.5,7.1,581,178.13,25.93,5.99,0.5,3,19.178,5.14,5.87,25,0.88,2.1796,0.0299,0.0323,0.00053,0.05,0.05,1.049,0.05,0.0005,0.1,0.0028,0.02,4600,0.01,0.05,37,2024-05-27,"2024","5","RV-06"
28,8.7,6.81,661,188.79,30.38,8.04,0.5,3.3,17.729,11.71,6.55,15,0.1,0.0109,0.0293,0.005,0.00068,0.05,0.05,1.062,0.055,0.0005,0.1,0.0025,0.02,110000,0.01,0.05,33,2024-05-27,"2024","5","RV-05"
24,8.4,6.17,1282,502.5,93.83,2.24,13.36,11.5,119.077,15.01,5.52,368.63,0.1,14.209,0.213,0.198,0.00054,0.05,0.05,5.412,0.364,0.0005,0.1,0.03,0.041,1500,0.01,0.05,30,2024-06-25,"2024","6","RV-01"
24,8.6,3.01,1225,355.12,95.87,5.44,2.7,9.1,52.87,9.71,2.5,33,0.1,1.3196,0.0606,0.0918,0.00055,0.05,0.05,0.496,0.067,0.0005,0.1,0.0186,0.02,2400,0.01,0.05,29,2024-06-25,"2024","6","RV-03"
26,8.5,6.04,669,178.09,29.67,9.1,1.35,2.3,8.406,10.64,0.3,15,0.1,1.6801,0.0492,0.0389,0.0005,0.05,0.05,0.72,0.05,0.0005,0.1,0.0136,0.02,1100,0.01,0.05,23,2024-06-25,"2024","6","RV-04"
28,8.4,7.05,647,182.41,26.66,5.14,2.21,8.2,15.481,6.21,0.82,28,0.1,3.2015,0.045,0.0373,0.0005,0.05,0.05,1.276,0.056,0.0005,0.1,0.0133,0.021,11000,0.01,0.05,31,2024-06-26,"2024","6","RV-06"
25,8,6.02,600,169.34,29.67,6.66,4.04,9.5,20.635,10.37,0.78,38.71,0.1,7.132,0.03,0.0426,0.0005,0.05,0.05,3.303,0.083,0.0005,0.1,0.0152,0.148,240000,0.01,0.05,26,2024-06-26,"2024","6","RV-05"
24,8,4.28,1071,387.21,71.78,2.49,9.8,22.7,106.051,16.49,9.84,176.74,0.1,6.2506,0.0178,0.1392,0.0005,0.05,0.05,2.618,0.317,0.0005,0.1,0.018,0.02,4600,0.01,0.05,24,2024-07-11,"2024","7","RV-01"
24,8.1,5.85,941,305.37,62.75,2.62,2.51,8.4,69.965,18.08,5.36,76,0.1,4.9816,0.0034,0.1224,0.0005,0.05,0.05,1.884,0.208,0.0005,0.1,0.0163,0.02,4600,0.01,0.05,25,2024-07-11,"2024","7","RV-02"
25,8.2,5.19,717,249.47,50.65,2.45,0.5,9.4,74.278,17.05,3.69,151.06,0.1,9.3479,0.0025,0.1337,0.0005,0.05,0.05,4.188,0.201,0.0005,0.1,0.0163,0.178,4600,0.01,0.05,27,2024-07-12,"2024","7","RV-03"
26,8,4.94,520,139.18,27.83,6.09,0.5,11.4,40.57,19.19,1.13,180.77,0.1,26.7724,0.0025,0.1012,0.00094,0.05,0.05,11.533,0.231,0.0005,0.1,0.0274,0.226,1100,0.01,0.05,28,2024-07-12,"2024","7","RV-04"
28,7.7,6.32,834,147.97,20.54,4.09,0.5,6.6,41.841,17.84,1.04,187.5,0.1,16.5672,0.0203,0.087,0.0005,0.05,0.05,8.219,0.386,0.0005,0.1,0.0163,0.02,460,0.01,0.05,28,2024-07-12,"2024","7","RV-06"
24,7.9,6.25,731,251.33,44.52,1.39,0.5,23,103.514,10.55,3.1,121.43,0.35,8.884,0.0057,0.1096,0.0005,0.05,0.05,1.731,0.181,0.0005,0.1,0.0048,0.02,430000,0.01,0.05,32,2024-08-26,"2024","8","RV-01"
24,8,6.63,626,192.8,33.22,1.82,0.5,5,43.29,12.44,2.07,129.51,0.21,3.765,0.0097,0.1283,0.0005,0.05,0.05,3.766,0.173,0.0005,0.1,0.007,0.02,750000,0.01,0.05,30,2024-08-26,"2024","8","RV-02"
24,7.9,6.3,582,152.21,24.61,1.47,0.5,6.2,39.103,8.19,1.86,104,0.48,8.011,0.0072,0.116,0.0005,0.05,0.05,3.679,0.122,0.0005,0.1,0.0057,0.038,2400,0.01,0.05,25,2024-08-26,"2024","8","RV-03"
24,8,6.92,736,111.11,16.88,0.99,5.76,6.5,45.477,11.39,1.55,41,0.1,7.194,0.006,0.0828,0.0005,0.05,0.05,4.07,0.068,0.0005,0.1,0.0045,0.041,23000,0.01,0.05,28,2024-08-26,"2024","8","RV-04"
25,8,7.28,333,114.8,16.54,1.34,0.5,3.7,47.397,27.28,1.4,153,0.1,6.82,0.0025,0.068,0.0005,0.05,0.05,3.71,0.11,0.0005,0.1,0.0035,0.02,43000,0.01,0.05,31,2024-08-28,"2024","8","RV-06"
24,8.2,7.29,330,116.34,16.98,0.99,0.5,3.3,34.432,16.73,1.32,40,0.1,5.1625,0.0025,0.0795,0.0005,0.05,0.05,3.94,0.127,0.0005,0.1,0.0028,0.045,24000,0.01,0.05,29,2024-08-28,"2024","8","RV-05"
25,7.8,3.88,668,229.44,39.53,1.5,6.22,17.6,61.575,9.77,2.96,174,0.1,9.6223,0.0091,0.1453,0.0005,0.05,0.05,4.241,0.329,0.0005,0.1,0.0067,0.028,24000,0.01,0.05,29,2024-09-19,"2024","9","RV-01"
24,7.8,5.32,468,141.6,23.73,1.38,0.5,13.3,62.573,6.34,1.97,206.86,0.1,11.2693,0.0091,0.1407,0.0005,0.05,0.05,5.838,0.204,0.0005,0.1,0.0083,0.023,240000,0.01,0.05,27,2024-09-19,"2024","9","RV-02"
24,7.9,5.83,437,135.07,20.79,0.93,0.5,11.6,60.988,11.39,1.99,197.5,0.1,11.5544,0.0025,0.1304,0.0005,0.05,0.05,5.558,0.162,0.0005,0.1,0.007,0.02,24000,0.01,0.05,28,2024-09-19,"2024","9","RV-03"
25,8.1,6.95,346,108.54,15.26,0.86,0.5,11.2,56.148,9.25,1.58,37,0.1,8.5002,0.0025,0.0824,0.0005,0.05,0.05,3.643,0.059,0.0005,0.1,0.0044,0.02,24000,0.01,0.05,34,2024-09-19,"2024","9","RV-04"
26,8.2,7.18,346,109.44,17.12,1.69,0.5,11.4,52.227,9.89,1.36,63,0.1,7.5143,0.0025,0.0859,0.0005,0.05,0.05,3.483,0.081,0.00056,0.1,0.0029,0.02,2400,0.01,0.05,32,2024-09-20,"2024","9","RV-06"
24,8.2,7.44,327,106.33,16.34,0.84,0.5,9.3,37.873,9.66,1.43,202.44,0.1,15.3256,0.0065,0.1093,0.0005,0.05,0.05,7.354,0.145,0.0005,0.1,0.0077,0.02,4600,0.01,0.05,25,2024-09-20,"2024","9","RV-05"
19,7.3,3.69,710,319.57,59.78,1.64,6.05,15.1,78.119,49.86,3.64,117.95,0.1,2.6595,0.0126,0.106,0.00088,0.05,0.05,1.309,0.101,0.0005,0.164,0.0061,0.02,4300,0.01,0.05,26,2024-10-22,"2024","10","RV-01"
23,8.4,8.52,682,271.59,46.87,2.64,0.5,6.2,62.193,6.41,1.8,54,0.1,6.076,0.0025,0.1572,0.00097,0.05,0.05,3.433,0.411,0.0005,0.1,0.0079,0.02,2300,0.01,0.05,31,2024-10-22,"2024","10","RV-02"
20,8.4,7.56,671,271.08,43.59,2.78,0.5,7.6,61.668,9.14,2.03,50,0.1,2.8847,0.0134,0.1112,0.00105,0.05,0.05,1.504,0.119,0.0005,0.1,0.0052,0.02,1100,0.01,0.05,26,2024-10-21,"2024","10","RV-03"
23,8.2,6.96,331,132.83,17.17,2.73,0.5,6.9,63.824,7.69,1.16,13,0.1,6.853,0.0083,0.0626,0.00057,0.05,0.05,2.64,0.05,0.0005,0.1,0.0025,0.037,11000,0.01,0.05,31,2024-10-21,"2024","10","RV-04"
23,8.3,7.33,417,147.11,20.79,2.15,0.5,9.1,37.966,6.69,0.94,18,0.1,2.5425,0.0063,0.0478,0.00061,0.05,0.05,1.504,0.05,0.0005,0.1,0.0025,0.02,46000,0.01,0.05,27,2024-10-22,"2024","10","RV-06"
22,8.2,7.47,417,143.96,22.55,2.57,0.5,9.4,45.663,5.14,1.12,18,0.1,3.295,0.0111,0.0519,0.00061,0.05,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,24000,0.01,0.05,33,2024-10-22,"2024","10","RV-05"
14,8.1,5.04,1142,396.82,81.91,3.18,1,5,56.466,17.14,3.98,65,0.1,1.3274,0.0134,0.1615,0.00056,0.05,0.05,2.456,0.29,0.0005,0.1,0.0082,0.02,460,0.01,0.05,24,2024-11-23,"2024","11","RV-01"
14,8.5,8.45,1286,394.29,78.49,3.63,4.32,7.1,66.053,19.11,3.67,43,0.1,2.1848,0.0243,0.1354,0.00109,0.05,0.05,1.319,0.141,0.0005,0.1,0.0076,0.02,460000,0.01,0.05,17,2024-11-23,"2024","11","RV-02"
16,8.9,6.16,915,319.98,52.55,3.99,0.5,6.4,43.158,7.3,1.56,36,0.1,1.758,0.0165,0.1301,0.0005,0.05,0.05,0.971,0.168,0.0005,0.1,0.0025,0.02,24000000,0.01,0.05,19,2024-11-23,"2024","11","RV-03"
22,8.5,6.9,498,160.09,23.29,4.93,0.5,3.8,35.472,10.52,0.99,7,0.1,1.3274,0.017,0.0514,0.0005,0.05,0.05,0.627,0.05,0.0005,0.1,0.0072,0.02,240,0.01,0.05,26,2024-11-23,"2024","11","RV-04"
22,8.5,7.48,482,157.46,18.9,4.18,0.5,3.5,15.109,5.94,0.82,150,0.1,8.114,0.0197,0.0833,0.0005,0.05,0.05,6.058,0.187,0.0005,0.1,0.006,0.02,2400,0.01,0.05,23,2024-11-22,"2024","11","RV-06"
20,8.5,6.78,506,161.8,22.88,4.88,1.44,4.5,31.172,6.06,0.83,7,0.1,1.0514,0.0206,0.0425,0.0005,0.05,0.05,0.611,0.05,0.0005,0.1,0.0029,0.02,24000,0.01,0.05,30,2024-11-22,"2024","11","RV-05"
14,8,5.2,1237,426.46,86.3,2.24,8.7,9.1,67.548,5.14,4.61,66,0.1,0.3755,0.0048,0.149,0.00103,0.05,0.05,1.745,0.364,0.0005,0.1,0.0136,0.02,46000,0.01,0.05,31,2025-01-21,"2025","1","RV-01"
16,8.7,9.88,1186,386.18,77.56,3.44,1.81,9.4,72.128,5.14,2.83,53,0.1,2.4871,0.0035,0.125,0.00103,0.05,0.05,1.264,0.171,0.00081,0.1,0.0105,0.02,24000,0.01,0.05,33,2025-01-21,"2025","1","RV-02"
16,9.6,9.81,976,307.64,70.47,3.87,0.5,14.4,101.422,5.14,1.43,105.88,0.54,1.6593,0.0067,0.1112,0.00072,0.05,0.05,0.449,0.085,0.0005,0.1,0.008,0.02,240,0.01,0.05,19,2025-01-22,"2025","1","RV-03"
19,8.5,8.32,565,177.48,31.62,2.82,0.5,3.4,42.568,5.14,1.03,20,0.1,1.1131,0.0057,0.0603,0.0005,0.05,0.05,0.453,0.05,0.0005,0.1,0.0057,0.02,2400,0.01,0.05,24,2025-01-22,"2025","1","RV-04"
19,8.7,7.91,543,165.83,26.18,3.52,0.57,8,24.642,9.93,0.75,13,0.2,3.5124,0.0038,0.0354,0.0005,0.05,0.05,0.25,0.05,0.0005,0.1,0.0063,0.02,24000,0.01,0.05,24,2025-01-27,"2025","1","RV-06"
18,8.6,8.17,582,175.57,30.11,3.73,0.68,6.1,32.124,9.1,0.8,11,0.1,0.8734,0.0042,0.0445,0.0005,0.05,0.05,0.376,0.05,0.0005,0.1,0.0062,0.02,11000,0.01,0.05,31,2025-01-27,"2025","1","RV-05"
16,8.2,5.56,1233,447.61,98.18,2.01,3.73,47.1,65.577,5.14,4.14,65.57,0.1,6.7232,0.0178,0.1672,0.00083,0.05,0.05,2.897,0.433,0.00078,0.1,0.0166,0.045,43000,0.01,0.05,28,2025-02-13,"2025","2","RV-01"
16,9.5,11.43,918,285.48,81.8,2.82,0.5,47.5,94.301,5.19,1.02,59.68,0.14,0.6742,0.023,0.0903,0.0005,0.05,0.05,0.181,0.083,0.0005,0.1,0.0128,0.02,24000,0.01,0.05,21,2025-02-13,"2025","2","RV-03"
21,8.4,7.25,585,182.91,31.95,4.5,0.5,8.9,33.496,5.14,0.96,7,0.1,1.3221,0.0233,0.0536,0.0005,0.05,0.05,0.381,0.05,0.0005,0.1,0.0052,0.02,4600,0.01,0.05,26,2025-02-13,"2025","2","RV-04"
21,8.6,7.82,533,172.66,27.74,2.63,0.5,11.2,32.386,5.14,0.3,7,0.1,0.3557,0.0247,0.0376,0.0005,0.05,0.05,0.078,0.05,0.00052,0.1,0.0048,0.034,4600,0.01,0.05,29,2025-02-14,"2025","2","RV-06"
18,8.2,7.85,563,182.21,31.65,4.29,0.5,10.7,44.899,5.14,0.85,7,0.16,0.5614,0.0231,0.0432,0.0005,0.05,0.05,0.405,0.05,0.0005,0.1,0.005,0.024,24000,0.01,0.05,26,2025-02-14,"2025","2","RV-05"
21,8.6,5.92,1577,458.3,99.32,2.82,1.4,42.6,82.509,5.14,1.91,58,0.35,1.4145,0.018,0.1774,0.00067,0.05,0.05,1.604,0.474,0.0005,0.1,0.0081,0.036,240,0.01,0.05,31,2025-03-25,"2025","3","RV-01"
20,8.7,6.52,1553,387.72,76.44,4.59,0.67,12,92.977,5.14,1.46,42,0.29,1.2549,0.0274,0.1162,0.0006,0.05,0.05,0.993,0.199,0.0005,0.1,0.0077,0.026,750,0.01,0.05,31,2025-03-25,"2025","3","RV-02"
18,9,7.93,990,344.69,71.13,4.38,0.73,39.9,68.921,6.03,1.42,28,0.81,2.164,0.022,0.1067,0.0005,0.05,0.05,0.299,0.189,0.0005,0.1,0.0039,0.02,240,0.01,0.05,30,2025-03-12,"2025","3","RV-03"
19,8.4,6.92,560,175.12,28.86,5.3,0.7,15.3,39.609,5.24,1.01,14,0.52,1.7367,0.0213,0.0527,0.0005,0.05,0.05,0.363,0.08,0.0005,0.1,0.0025,0.02,2400,0.01,0.05,20,2025-03-12,"2025","3","RV-04"
25,8.7,7.2,740,169.65,32.44,4.22,0.67,3.2,42.977,5.14,0.67,7,0.1,0.2818,0.0236,0.0339,0.0005,0.05,0.05,0.151,0.05,0.0005,0.1,0.0025,0.02,93,0.01,0.05,33,2025-03-26,"2025","3","RV-06"
22,8.6,8.09,581,175.62,35.65,5.17,1.01,5.1,43.565,5.14,1.02,7,0.33,0.4514,0.0242,0.0397,0.0005,0.05,0.05,0.376,0.05,0.0005,0.1,0.0025,0.098,7500,0.01,0.05,33,2025-03-26,"2025","3","RV-05"
18,8.7,5.07,1246,492.57,114.47,4.05,1.46,8.8,102.703,5.14,2.13,73.77,0.1,2.7057,0.0186,0.1617,0.00067,0.05,0.05,1.853,0.464,0.0005,0.1,0.0129,0.02,240,0.01,0.05,24,2025-04-08,"2025","4","RV-01"
