"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Temp. ambiente","Acidez total","Dureza de calcio","Sólidos totales","Nitrógeno total","fecha","año","mes","est"
23,8.7,5.5,922,16,295.91,60.6,191.86,0.97,0.1,0.021,3.19,5.49,94.59,0.32,3.33,33.619,5.14,0.98,15,588,0.1,0.48,1.7936,0.0193,0.138,0.0005,0.05,0.05,0.878,0.114,0.0005,0.1,0.0025,111.2,0.089,2400,2400,26,6.47,108.35,603,5.51,2022-03-15,"2022","3","RL-01"
22,9.3,5.19,911,50,297.9,61.52,192.84,1.26,0.1,0.021,3.3,4.7,97.38,0.34,3.39,37.774,5.14,0.68,63.41,594.59,0.1,1.61,1.0805,0.0198,0.032,0.0005,0.05,0.05,3.224,0.073,0.0005,0.1,0.003,109.1,0.02,75000,75000,25,2,111.9,658,4.72,2022-03-15,"2022","3","CS-01"
15,7.7,8.06,514,3,170.5,20.39,127.12,0.2,3.9,0.037,1.01,2.3,24.41,0.1,1.65,13.085,5.14,1.21,8,319,0.1,0.68,0.2465,0.0025,0.0365,0.0005,0.05,0.05,0.281,0.05,0.0005,0.1,0.0025,39.7,0.02,1500,1500,21,6.24,78.6,327,6.24,2022-04-05,"2022","4","RZ-05"
15,8,7.83,448,1.7,139.2,29.55,106.85,1.26,3.93,0.029,0.9,2.74,43.51,0.1,1.65,10.804,5.14,1.26,7,352,0.1,0.6,0.1035,0.0025,0.0355,0.0005,0.05,0.05,0.12,0.05,0.0005,0.1,0.0025,54.7,0.02,4600,4600,25,6.53,75.06,352,6.7,2022-04-05,"2022","4","RZ-04"
24,8.4,5.87,914,23,313.87,62.77,209.55,0.74,0.12,0.03,1.01,2.86,94.29,0.1,3.17,36.727,5.14,0.79,20,619,0.1,0.36,2.495,0.0179,0.144,0.0005,0.05,0.05,1.303,0.071,0.0005,0.1,0.0031,111.5,0.02,750,430,25,2,113.93,639,3.01,2022-04-06,"2022","4","RL-01"
24,8.7,6.18,905,70,307.38,61.86,208.14,0.87,0.1,0.01,0.73,4.2,92.11,0.1,5.61,28.379,5.14,0.72,78,618,0.1,1.04,6.36,0.0178,0.156,0.0005,0.05,0.05,3.529,0.084,0.0005,0.1,0.0048,109.5,0.02,93000,93000,30,2,113.52,696,4.2,2022-04-06,"2022","4","CS-01"
17,7.7,6.71,520,1,144.18,31.97,215.85,0.5,4.38,0.018,1.63,1.98,48.12,0.4,2.62,12.767,5.14,2.15,7,350,0.1,0.1,0.084,0.0025,0.029,0.0005,0.05,0.05,0.109,0.05,0.0005,0.1,0.0032,55.1,0.02,1500,1500,32,5.81,130.94,350,6.38,2022-05-04,"2022","5","RZ-05"
17,7.7,7.47,465,2.3,166.76,23.38,181.03,0.37,4.37,0.028,1.34,2.33,24.39,0.36,2.11,7.18,5.14,2.12,7,311,0.1,0.1,0.147,0.0025,0.032,0.0005,0.05,0.05,0.244,0.05,0.0005,0.1,0.0025,37.1,0.02,11000,11000,32,7.68,93.53,311,6.73,2022-05-04,"2022","5","RZ-04"
21,8,7.84,830,11,328.68,66.53,226.39,0.5,0.23,0.147,1.98,5.53,10,0.45,16.41,52.7,5.14,1.3,29.33,521.67,0.1,0.1,0.177,0.0025,0.094,0.0005,0.05,0.05,0.89,0.54,0.0005,0.1,0.0025,82.3,0.02,1100,1100,32,8.57,141.09,551,5.91,2022-05-04,"2022","5","RZ-03"
24,8.3,3.41,835,20,322.7,64.51,212.67,1.22,0.57,0.102,0.95,1.85,103.65,0.42,1.76,29.299,5.64,0.91,16,623,0.1,0.1,1.63,0.0258,0.15,0.0005,0.05,0.05,0.95,0.074,0.0005,0.1,0.0071,118.3,0.064,46000,24000,29,2,117.21,639,2.52,2022-05-03,"2022","5","RL-01"
25,8.7,4.91,818,75,321.71,65.81,210.88,1.35,0.3,0.038,1.06,2.13,100.45,0.46,4.59,31.731,5.14,0.73,86,610,0.1,0.1,5.58,0.0247,0.157,0.00052,0.05,0.05,3.491,0.083,0.00091,0.1,0.0062,114.6,0.03,110000,46000,32,2,115.42,696,2.47,2022-05-03,"2022","5","CS-01"
16,7.1,6.02,205,2700,105.53,21.76,83.36,0.62,3.31,0.494,1.38,8.25,29.53,0.41,19.08,93.258,5.41,2.55,2110,588.09,0.5,0.1,89.6,0.0065,0.47,0.0005,0.062,0.05,83.732,2.549,0.0005,0.1,0.0491,10,0.146,2400000,2400000,23,18.71,33.83,2698,12.05,2022-06-07,"2022","6","RZ-05"
17,7.5,7.07,280,1300,127.71,18.7,92.51,0.62,3.25,0.967,2.48,8.3,30.99,0.65,22.08,94.474,6.57,1.8,940.91,558.09,1.5,0.1,50.6,0.0053,0.26,0.0005,0.05,0.05,48.801,1.447,0.0005,0.1,0.0229,14.4,0.112,460000,460000,25,20.29,45.77,1499,12.52,2022-06-07,"2022","6","RZ-04"
21,7.2,2.72,400,240,141.57,25.11,126.53,0.53,0.75,1.102,2.59,5.25,35.6,0.75,10.68,32.816,5.86,1.19,277.27,282.73,0.1,0.1,17,0.0025,0.102,0.0005,0.05,0.05,0.287,0.535,0.0005,0.1,0.0052,25.5,0.044,1500000,1500000,28,17.72,54.72,560,7.1,2022-06-07,"2022","6","RZ-03"
25,7.5,6.08,964,4.7,342.97,68.53,216.65,1,0.17,0.011,1.04,4.21,56.79,0.26,2.36,22.824,6.5,0.64,10,644,0.1,0.1,0.296,0.0241,0.14,0.0005,0.05,0.05,0.14,0.071,0.0005,0.1,0.0053,117.4,0.02,4600,4600,26,7.92,122.78,654,4.39,2022-06-07,"2022","6","RL-01"
27,8.2,3.72,967,65,354.43,70.37,227.19,1.11,0.22,0.011,0.92,3.52,67.77,0.32,5.23,36.595,5.14,0.77,97,654,0.1,0.1,5.7,0.0336,0.165,0.00056,0.05,0.05,3.481,0.082,0.0005,0.1,0.0117,116.6,0.02,110000,46000,31,2,126.56,751,3.75,2022-06-07,"2022","6","CS-01"
19,7,5.98,234,700,115.63,9.25,101.03,0.46,2.61,0.601,3.14,13.28,33.7,0.79,20.94,84.998,37.65,2.14,713.33,244.67,1.7,0.1,34.8,0.0025,0.236,0.0005,0.05,0.05,30.915,0.712,0.0005,0.1,0.0149,10,0.382,4600000,4600000,27,26.73,61.38,958,16.49,2022-07-04,"2022","7","RZ-05"
19,7.1,6.98,236,1200,158.2,15.26,93.29,0.49,0.95,0.341,0.99,4.83,33,0.47,13.56,91.644,35.87,2.47,1038.89,251.11,2,0.1,47.4,0.0025,0.272,0.0005,0.05,0.05,46.146,1.471,0.0005,0.1,0.0209,13.2,0.637,1100000,460000,28,26.43,43.56,1290,6.12,2022-07-04,"2022","7","RZ-04"
20,6.6,3.73,226,1300,116.32,13.5,95.87,0.46,2.96,0.993,0.76,5.36,33.99,0.47,18.06,96.417,35.29,1.39,1300,234,2.5,0.1,53.2,0.0025,0.282,0.0005,0.05,0.05,50.781,1.431,0.0005,0.1,0.0221,10.1,0.378,1100000,1100000,28,27.62,50.29,1534,9.31,2022-07-04,"2022","7","RZ-03"
25,7.3,5.17,379,20,152.95,18,91.3,0.56,0.16,0.039,1.28,2.68,30.63,0.39,10.8,23.219,21.65,1.31,20,268,0.1,0.63,2.035,0.0025,0.078,0.0005,0.05,0.05,1.446,0.192,0.0005,0.1,0.0025,33.8,0.02,11000,11000,23,16.04,55.64,288,2.88,2022-07-05,"2022","7","RL-01"
17,6.7,7.42,110,3700,73.48,10.22,73.83,0.81,1.55,0.488,0.86,8.45,10,0.43,13.56,46.37,10.77,0.96,3856.25,1122.75,3,0.34,99.8,0.0025,0.764,0.0005,0.1,0.077,117.344,4.864,0.0005,0.107,0.0873,10,0.205,930000,430000,20,20.4,31.84,4979,10.49,2022-08-03,"2022","8","RZ-05"
19,6.8,7.61,114,3200,79.69,9.59,79.02,0.67,1.27,0.804,1.14,9.37,10.86,0.47,14.64,42.603,9.05,0.93,4157.14,760.86,6,0.49,102,0.0025,0.78,0.0005,0.129,0.074,120.367,4.887,0.0005,0.121,0.0877,10,0.226,4600000,1500000,26,18.17,24.48,4918,11.44,2022-08-03,"2022","8","RZ-04"
20,6.8,5.41,288,750,85.39,9.98,89.99,0.4,0.99,0.602,0.97,3.48,10,0.4,16.08,84.235,5.14,0.97,1050,309,2.4,0.61,43.6,0.0025,0.249,0.0005,0.05,0.05,41.778,1.469,0.0005,0.1,0.0267,10,0.092,460000,460000,25,17.46,40.79,1359,5.07,2022-08-03,"2022","8","RZ-03"
21,6.6,3.99,268,1050,103.29,12.63,90.79,0.72,0.98,0.682,1.26,4.11,10,0.42,16.92,59.806,7.12,1.05,562.5,493.5,0.2,0.37,48,0.0025,0.179,0.0005,0.05,0.05,39.187,0.559,0.0005,0.1,0.0245,10,0.081,46000,46000,30,17.05,32.24,1056,5.77,2022-08-03,"2022","8","RZ-02"
23,6.4,3.12,454,380,129.37,23.77,136.09,0.58,3.9,0.292,0.52,2.56,86.34,0.39,15.72,52.593,8.41,1.2,471.43,350.57,0.1,0.1,33.2,0.0025,0.247,0.00147,0.05,0.05,17.747,0.389,0.0005,0.1,0.0247,39.4,0.07,43000,43000,23,15.73,81.59,822,6.75,2022-08-02,"2022","8","RL-02"
23,6,3.16,334,310,115.4,13.84,104.16,0.63,0.99,1.016,1.4,2.04,55.88,0.44,8.52,38.31,8.04,0.83,340.54,327.46,0.1,0.1,34.3,0.0025,0.191,0.0005,0.05,0.05,14.811,0.303,0.0005,0.1,0.0103,23.3,0.054,110000,46000,25,16.14,60.69,668,4.05,2022-08-02,"2022","8","RL-01"
22,5.7,2.35,326,450,145.93,19.14,99.57,0.36,0.16,0.993,2.1,3.32,29.85,0.51,7.44,41.099,8.89,0.9,188.57,402.43,0.1,0.1,26.1,0.0025,0.136,0.0005,0.05,0.05,18.46,0.301,0.0005,0.1,0.01,20.2,0.043,460000,460000,27,27.3,55.12,591,4.47,2022-08-02,"2022","8","CS-01"
19,7.6,6.49,262,70,44.77,11.81,83.96,0.42,24.85,0.649,0.5,0.93,17.18,0.29,9.54,41.023,11.23,0.37,62,221,0.1,1.49,6.9,0.0025,0.129,0.0005,0.05,0.05,4.205,0.116,0.0005,0.1,0.003,10,0.02,11000000,11000000,22,6.73,50.83,283,26.43,2022-09-20,"2022","9","RZ-05"
20,8.1,7.42,209,140,69.85,13.98,77.64,0.43,8.77,0.373,0.5,1.28,10,0.15,7.2,21.47,6.75,0.43,116,219,0.1,1.07,7.8,0.0025,0.154,0.0005,0.05,0.05,8.98,0.18,0.0005,0.1,0.0027,10,0.02,1500000,930000,25,5.74,40.38,335,10.42,2022-09-20,"2022","9","RZ-04"
20,7.6,5.98,225,280,91.44,14.17,81.2,0.44,9.13,0.31,0.5,1.63,10,0.1,6.9,29.438,14.22,0.64,124,379,0.3,1.15,30.6,0.0025,0.197,0.0005,0.05,0.05,16.102,0.35,0.0005,0.1,0.0068,10,0.03,4600000,4600000,26,8.91,42.35,503,11.07,2022-09-20,"2022","9","RZ-03"
21,7.6,6.09,206,800,91.94,16.92,78.04,0.6,24.01,0.501,0.23,2.62,10,0.1,7.62,67.753,14.14,0.9,879.49,224.51,0.5,0.46,40.8,0.0025,0.249,0.0005,0.05,0.05,40.751,0.745,0.0005,0.1,0.0213,10,0.078,150000,150000,27,12.47,45.31,1104,27.13,2022-09-20,"2022","9","RZ-02"
24,7.6,3.31,614,55,153.03,40.74,136.32,0.74,6.91,0.918,2.15,2.62,90.13,0.15,9.21,49.85,16.68,1.96,69,424,0.1,0.1,7.64,0.005,0.142,0.0005,0.05,0.05,3.296,0.246,0.0005,0.1,0.0092,63.7,0.02,460000,240000,21,14.85,90.62,493,10.45,2022-09-27,"2022","9","RL-02"
24,7.4,3,374,90,126.76,21.55,101.55,0.48,1.96,0.029,0.7,1.63,10,0.1,7.14,26.835,7.37,1.02,7,391,0.1,0.1,10.92,0.0025,0.115,0.0005,0.05,0.05,5.392,0.248,0.0005,0.1,0.0045,29.5,0.022,46000,46000,22,11.38,61.46,391,3.62,2022-09-27,"2022","9","RL-01"
22,7.4,2.68,339,19,125.17,19.28,112.81,0.4,4.49,2.575,1.28,3.67,10,0.15,4.35,25.838,6.58,0.57,25,219,0.1,0.1,2.425,0.0025,0.102,0.0005,0.05,0.05,1.758,0.282,0.0005,0.1,0.0043,16.2,0.02,1100000,460000,25,11.09,61.07,244,10.74,2022-09-27,"2022","9","CS-01"
18,7.2,7.09,219,50,74.25,16.2,77.37,0.35,3.69,0.931,0.5,1.44,10,0.19,4.2,27.888,5.14,0.56,36,204,0.1,0.1,5.32,0.0025,0.131,0.0005,0.05,0.05,3.883,0.085,0.0005,0.1,0.0027,10,0.02,4600000,4600000,22,7.96,38.01,240,6.06,2022-10-10,"2022","10","RZ-05"
18,7.5,7.56,215,65,86.62,13.35,99.1,0.59,3.45,0.343,0.5,0.72,10,0.15,3.87,26.184,5.14,0.33,58,189,0.2,0.1,1.74,0.0025,0.123,0.0005,0.05,0.05,5.519,0.142,0.0005,0.1,0.0027,10,0.02,240000,240000,27,6.87,40.2,247,4.51,2022-10-10,"2022","10","RZ-04"
19,7.1,6.23,173,75,92.96,13.6,93.32,0.49,3.35,0.318,0.5,0.5,10,0.14,3.36,26.639,9.01,0.36,91,191,0.1,0.1,2.09,0.0025,0.097,0.0005,0.05,0.05,6.353,0.16,0.0005,0.1,0.0032,10,0.02,93000,93000,25,7.66,45.97,282,3.67,2022-10-10,"2022","10","RZ-03"
20,7.3,4.08,270,190,108.6,19.04,91.72,0.58,3.34,0.397,0.5,2.82,10,0.15,6.51,39.311,43.51,0.51,225,225,0.4,0.1,17,0.0025,0.122,0.0005,0.05,0.05,5.23,0.363,0.0005,0.1,0.0074,10.1,0.03,46000,46000,31,10.94,52.14,450,6.56,2022-10-10,"2022","10","RZ-02"
24,7.3,2.7,685,45,151.44,38.33,140.46,0.87,4.54,1.246,0.9,3.23,85.28,0.14,7.35,32.227,13.39,2.72,37,427,0.1,0.15,3.96,0.0025,0.122,0.00083,0.05,0.05,2.519,0.32,0.0005,0.1,0.0151,64.4,0.02,460000,240000,28,11.68,94.17,464,9.02,2022-10-03,"2022","10","RL-02"
25,7.2,3.8,759,50,127.36,18.46,110.44,0.56,1.02,0.034,0.5,2.58,43.19,0.11,7.83,25.962,15.09,1.46,41,304,0.1,0.49,7.82,0.0025,0.179,0.0007,0.05,0.05,3.353,0.243,0.0005,0.1,0.0103,34.4,0.02,46000,46000,27,9.8,66.78,345,3.63,2022-10-03,"2022","10","RL-01"
22,7.3,2.73,734,5.4,145.57,20.83,122.09,0.39,0.98,3.455,1.2,4.07,20.26,0.23,5.52,27.961,5.14,0.78,12,234,0.1,20.26,1.18,0.0025,0.089,0.00076,0.05,0.05,0.719,0.328,0.0005,0.1,0.006,22.7,0.02,1100000,1100000,27,11.38,67.18,246,8.5,2022-10-03,"2022","10","CS-01"
17,7.7,6.25,423,2.8,127.51,23.51,104.09,0.64,5.13,1.182,1.06,2.82,27.76,0.17,3.73,34.586,7.54,1.17,7,294,0.1,0.1,0.745,0.0025,0.071,0.0005,0.05,0.05,0.389,0.05,0.0005,0.1,0.0035,32.6,0.021,46000,24000,26,8.51,63.68,294,9.13,2022-11-17,"2022","11","RZ-05"
16,7.9,7.59,545,5.9,131.27,25.45,109.67,0.53,0.97,0.16,0.94,3.23,11.54,0.1,4.52,37.747,6.85,0.3,30,216,0.1,0.92,0.92,0.0025,0.096,0.0005,0.05,0.05,1.52,0.097,0.0005,0.1,0.0026,17,0.022,46000,24000,28,9.8,62.29,246,4.36,2022-11-17,"2022","11","RZ-04"
18,7.5,4.22,511,4.4,152.95,24.19,151.14,0.5,3.13,1.697,0.5,2.47,21.15,0.1,2.83,30.672,5.52,0.35,7,290,0.1,0.1,0.374,0.0025,0.082,0.0005,0.05,0.05,0.6,0.061,0.0005,0.1,0.0033,24,0.02,46000,46000,29,9.01,73.83,290,7.3,2022-11-17,"2022","11","RZ-03"
20,7.7,3.58,526,38,209.19,42.79,156.13,0.57,0.17,0.16,2.76,4.82,23.02,0.16,7.62,80.61,19.56,0.77,141,330,0.6,0.37,24,0.0025,0.96,0.0005,0.05,0.05,11.294,1.266,0.0005,0.1,0.0185,38,0.073,110000,110000,31,9.31,85.57,471,5.15,2022-11-17,"2022","11","RZ-02"
20,8.2,5.6,928,26,269.96,55.22,214.75,1.56,3.45,1.294,0.5,1.94,132.1,0.13,2.41,31.515,8.76,1.63,17,621,0.1,0.1,6.34,0.005,0.194,0.00058,0.05,0.05,1.708,0.141,0.0005,0.1,0.0142,105,0.028,46000,46000,25,12.77,135.32,638,6.68,2022-11-22,"2022","11","RL-02"
21,7.8,6.8,433,27,161.17,29.92,115.45,0.68,0.21,0.079,0.5,0.94,40.12,0.11,2.02,24.376,10.65,0.44,42,286,0.1,0.46,9.18,0.0025,0.124,0.0005,0.05,0.05,1.998,0.102,0.0005,0.1,0.0063,40.9,0.023,460,460,27,6.93,68.06,328,1.23,2022-11-22,"2022","11","RL-01"
21,8.4,4.5,439,24,310.38,74.11,205.18,1.42,0.1,0.036,0.5,2.41,87.51,0.15,2.24,41.762,5.5,0.38,18,611,0.1,1.09,6.8,0.0071,0.194,0.00052,0.05,0.05,1.438,0.082,0.0005,0.1,0.0124,106.3,0.02,110000,110000,28,2,115.82,629,2.45,2022-11-22,"2022","11","CS-01"
18,7.6,6.29,429,3,125.33,25.3,108.07,0.28,6.69,0.914,0.5,4.02,28.15,0.21,3.85,14.588,6.87,0.8,7,305,0.1,0.1,2.25,0.0025,0.167,0.0005,0.05,0.05,0.442,0.05,0.0005,0.1,0.0025,32.7,0.043,110000,46000,22,7.23,64.87,312,11.62,2022-12-07,"2022","12","RZ-05"
17,7.8,7.58,365,4.5,133.15,14.96,115.85,0.46,4.31,1.07,0.53,1.98,14.84,0.15,2.88,12.392,5.25,0.34,7,250,0.1,0.1,0.76,0.0025,0.192,0.0005,0.05,0.05,0.469,0.05,0.0005,0.1,0.0025,20.8,0.02,4600,2400,19,4.95,64.67,250,7.36,2022-12-07,"2022","12","RZ-04"
17,7.5,4.7,415,3.7,165.23,17.77,141.97,0.3,1.87,1.424,0.76,2.97,19.18,0.31,3.18,18.536,7.17,0.45,7,277,0.1,0.1,1.43,0.0025,0.185,0.0005,0.05,0.05,0.438,0.082,0.0005,0.1,0.0041,26.6,0.02,460000,240000,22,8.41,76.02,277,6.26,2022-12-07,"2022","12","RZ-03"
24,7.2,3.22,585,30,230.47,45.7,171.88,0.4,0.1,0.377,1.23,4.83,16.4,0.26,102.3,189.676,7.74,1.52,29,421,0.1,4.74,9.85,0.0025,0.221,0.0005,0.05,0.05,1.225,0.418,0.0005,0.1,0.0027,49.5,0.023,460000,460000,27,17.32,96.71,450,5.21,2022-12-07,"2022","12","RZ-02"
20,7.9,2.63,943,19,286.92,57.11,209.77,1.17,3.46,0.09,0.59,3.03,140.09,0.22,3.09,17.611,8.04,1.39,10,633,0.1,0.74,3.52,0.0072,0.23,0.0005,0.05,0.05,0.999,0.119,0.0005,0.1,0.009,107.4,0.025,4600,2400,23,7.03,129.35,643,8.58,2022-12-06,"2022","12","RL-02"
21,7.4,4.61,450,27,172.26,21.17,119.44,0.55,0.16,0.121,2,2.41,63.69,0.13,2.53,8.026,6.41,0.55,29,307,0.1,0.8,15.8,0.0025,0.189,0.0005,0.05,0.05,1.67,0.129,0.0005,0.1,0.0044,45.9,0.022,1100,240,27,8.81,69.45,336,2.69,2022-12-06,"2022","12","RL-01"
22,8.1,4.58,927,22,315.37,60.9,207.38,0.97,0.1,0.02,0.88,2.68,96.29,0.15,8.48,24.003,6.38,0.5,14,600,0.1,1.65,11.3,0.0115,0.236,0.0005,0.05,0.05,1.148,0.078,0.0005,0.1,0.0084,105.3,0.02,46000,24000,28,2,121.99,614,2.7,2022-12-06,"2022","12","CS-01"
12,7.7,6.19,497,4.2,143.4,27.44,109.46,0.34,3.92,0.753,1.01,1.84,36.32,0.53,1.32,17.281,5.14,2.91,26,323,0.1,0.1,0.0795,0.0025,0.039,0.0005,0.05,0.05,0.711,0.05,0.0005,0.1,0.005,48.8,0.02,24000,24000,28,5.77,65.65,349,6.51,2023-01-10,"2023","1","RZ-05"
14,7.9,7.87,421,3.9,130.4,18.5,123.6,0.64,8.5,0.214,0.53,1.48,24.83,0.12,1.38,5,9.54,1.33,7,271,0.1,0.2,0.143,0.0025,0.035,0.0005,0.05,0.05,0.34,0.05,0.0005,0.1,0.0034,29.3,0.02,4600,4600,29,4.18,67.67,271,10.19,2023-01-10,"2023","1","RZ-04"
16,7.6,2.46,561,11,231.6,24.82,168.03,0.62,0.1,0.01,3.56,6.65,23.51,0.77,14.04,67.192,8.26,1.76,19,250,0.1,0.1,0.197,0.0025,0.082,0.0005,0.05,0.05,1.367,2.603,0.0005,0.1,0.0058,40.6,0.02,46000000,46000000,29,12.44,99.38,369,6.65,2023-01-10,"2023","1","RZ-03"
20,6.4,2.48,932,30,335.83,80.33,244.17,0.75,0.29,0.01,4.27,10.33,10,0.29,236.4,653.717,10.09,3.84,29,830,0.1,9.63,0.82,0.0025,0.084,0.0005,0.05,0.05,3.634,0.663,0.0005,0.1,0.0062,81.5,0.02,2400000,2400000,29,38.8,146.05,859,10.62,2023-01-10,"2023","1","RZ-02"
18,8,2.15,938,33,355.97,64.16,220.14,1.19,0.14,0.038,0.5,1.42,99.12,0.1,3.15,64.432,5.54,0.87,26,645,0.1,0.1,3.86,0.0141,0.153,0.00062,0.05,0.05,1.899,0.101,0.0005,0.1,0.0134,115.6,0.033,1100,240,25,2,125.85,671,1.6,2023-01-17,"2023","1","RL-01"
15,7.5,3.51,882,2.6,158.99,31.76,109.4,0.35,7.21,1.337,2.24,3.87,45.44,0.23,3.48,22.805,8.5,1.52,7,337,0.1,0.1,0.3339,0.0025,0.053,0.0005,0.05,0.05,0.33,0.058,0.0005,0.1,0.0025,57.3,0.02,46000,24000,23,9.75,73.36,337,12.42,2023-02-13,"2023","2","RZ-05"
16,8.1,7.5,468,4.6,151.35,20.83,123.91,0.33,7.34,0.069,0.54,1.51,27.43,0.13,2.29,12.808,9.17,1.31,10,300,0.1,0.26,0.349,0.0025,0.0384,0.0005,0.05,0.05,0.362,0.05,0.0005,0.1,0.0025,38.8,0.02,4600,2400,28,4.63,72.76,310,8.92,2023-02-13,"2023","2","RZ-04"
18,7.8,4.29,1194,7.1,256.77,39.39,154.13,0.42,0.1,0.047,5.87,7.8,24.85,0.63,6,23.944,9.56,1.53,14,365,0.1,0.16,0.815,0.0025,0.072,0.0005,0.05,0.05,1.332,0.439,0.0005,0.1,0.0025,58.4,0.025,11000,11000,29,10.15,96.08,379,7.95,2023-02-13,"2023","2","RZ-03"
19,7.5,1.98,2339,18,460.88,136.57,302.22,0.63,0.32,0.01,5.38,11.67,10,0.99,310.8,550.873,20.34,3.94,50,966,0.2,2.74,0.66,0.0025,0.124,0.0005,0.05,0.05,2.464,1.159,0.0005,0.1,0.0098,117.2,0.02,46000,24000,32,21.18,182.11,1016,11.99,2023-02-13,"2023","2","RZ-02"
20,8.1,3.98,1003,28,356.57,68.24,227.2,1.31,0.1,0.022,0.79,2.9,100.05,0.15,3.47,36.422,13.18,0.6,20,632,0.1,3.68,2.71,0.0079,0.156,0.0005,0.05,0.05,1.493,0.05,0.0005,0.1,0.0025,122.2,0.02,4600,4600,22,2.27,130.29,652,2.92,2023-02-09,"2023","2","RL-01"
16,7.8,5.4,523,1.2,153.97,30.26,106.78,0.34,6.61,0.016,1.21,2.48,39.04,0.17,3.9,5,6.03,1.61,11,334,0.1,0.1,0.104,0.0025,0.039,0.0005,0.05,0.05,0.12,0.05,0.0005,0.1,0.0025,53.8,0.02,460,240,26,4.33,72.16,345,9.11,2023-03-06,"2023","3","RZ-05"
18,8.1,7.37,469,3.4,170.25,22.44,128.75,0.38,4.97,0.063,0.79,2.3,27.06,0.11,3.3,5,6.75,1.27,12,296,0.1,0.18,0.207,0.0025,0.036,0.0005,0.05,0.05,0.26,0.05,0.0005,0.1,0.0025,37.5,0.02,4600,2400,29,19.8,76.38,308,7.33,2023-03-06,"2023","3","RZ-04"
25,7.8,0.81,1236,14,463.89,107.09,249.83,0.71,0.13,0.01,1.39,5.69,19.42,0.25,25.9,144.261,8.77,1,25,760,0.1,4.62,0.384,0.0055,0.117,0.0005,0.05,0.05,0.876,0.563,0.0005,0.1,0.0025,140.5,0.02,46000,46000,32,8.47,120.2,785,5.82,2023-03-06,"2023","3","RZ-02"
23,7.8,3.57,1062,19,367.6,67.51,231.1,1,0.1,0.018,1.27,2.78,111.34,0.1,5.6,29.324,6.26,0.7,13,652,0.1,0.1,2.47,0.02,0.178,0.0005,0.05,0.05,1.231,0.073,0.0005,0.1,0.0025,123,0.02,150,9,26,11.62,132.66,665,2.8,2023-03-06,"2023","3","RL-01"
18,7.8,5.37,532,1.75,149.1,36.69,110.74,0.33,7.56,0.309,2.64,3.24,38.62,0.1,2.6,24.83,5.49,0.96,7,378,0.1,0.1,0.148,0.0025,0.148,0.0005,0.05,0.05,0.122,0.05,0.0005,0.1,0.0088,60.6,0.02,2400,2400,31,6.46,72.4,378,11.11,2023-04-17,"2023","4","RZ-05"
19,8.2,7.21,901,3.8,190.82,21.62,168.82,0.67,3.75,0.041,1.26,1.44,28.09,0.1,2.2,16.755,8.62,1.06,7,321,0.1,0.3,0.227,0.0025,0.0302,0.0005,0.05,0.05,0.207,0.05,0.0005,0.1,0.0025,38.5,0.02,2400,2400,34,5.69,74.6,321,5.23,2023-04-17,"2023","4","RZ-04"
22,7.7,2.26,747,5.7,280.37,56.31,170.82,0.49,0.1,0.029,7.31,9.83,24.62,0.22,3.1,28.525,9.71,1.31,9,441,0.1,0.66,0.15,0.0025,0.075,0.0005,0.05,0.05,0.925,0.49,0.0005,0.1,0.0033,74.5,0.02,460,460,34,9.86,101,450,9.86,2023-04-17,"2023","4","RZ-03"
24,7.7,4.02,1214,4.7,471,88.79,254.93,0.91,0.1,0.011,0.78,4.31,52.22,0.17,10.8,74.023,9.48,1.18,14,785,0.1,2.08,0.182,0.0025,0.183,0.0005,0.05,0.05,0.321,0.258,0.0005,0.1,0.0132,152.9,0.02,4600,4600,34,8.87,122,799,4.32,2023-04-17,"2023","4","RZ-02"
23,7.8,3.35,1090,3.6,394.57,71.72,248.72,0.99,0.1,0.013,0.5,3.06,94.75,0.1,2.1,46.289,8.04,0.61,7,706,0.1,2.66,0.25,0.0147,0.171,0.0005,0.05,0.05,0.146,0.123,0.0005,0.1,0.006,130.2,0.02,4600,2400,28,6.13,85.8,713,3.07,2023-04-18,"2023","4","RL-01"
24,8.9,5.67,1058,90,401.6,72.84,238.31,0.97,0.1,0.01,0.5,3,100.82,0.1,4.4,66.44,5.39,0.88,111,732,0.1,2.18,10.2,0.0025,0.0193,0.0005,0.05,0.05,5.056,0.096,0.0005,0.1,0.0043,135.4,0.02,11000,11000,37,2,79.2,843,3,2023-04-18,"2023","4","CS-01"
17,7.6,4.13,524,2.1,163.92,33.46,112.15,0.36,6.57,0.87,2.4,4.19,39.96,0.27,6.3,13.325,13.95,2.2,7,364,0.1,0.1,0.22,0.0025,0.054,0.0005,0.05,0.05,0.211,0.05,0.0005,0.1,0.0082,61.2,0.032,1100,1100,24,5.26,73.8,371,11.63,2023-05-04,"2023","5","RZ-05"
