"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Sólidos totales","Nitrógeno total","Profundidad","Temp. ambiente","Transparencia Secchi","Sulfuros","Clorofilas","fecha","año","mes","est"
25.9,9.05,13.06,1074,20.6,378.4,110.75,133.6,1,0.1,0.022,1.176,4.12,,0.016,7.5,54.82,8.37,0.34,22,632,0.1,1.347,0.0025,0.005,0.0005,0.05,0.05,0.484,,0.0005,0.1,0.0025,,0.02,,,654,4.12,3.43,29,0.12,0.1,,2009-10-14,"2009","10","LZ-05"
27.2,9.09,15.84,1042,22.5,358.5,99.23,143.5,0.96,0.1,0.016,0.588,4.12,,0.016,8.59,54.82,8.37,0.022,27,631,0.1,1.426,0.0025,0.005,0.0005,0.05,0.05,0.509,,0.0005,0.1,0.0025,,0.051,,,658,4.136,3.35,31,0.09,0.1,,2009-10-14,"2009","10","LZ-06"
27.9,9.08,16.23,1062,31.05,348.6,100.12,147.4,0.92,0.1,0.022,1.176,4.12,,0.015,11.56,52.53,8.37,0.27,39,622,0.2,1.904,0.0025,0.005,0.0005,0.05,0.05,0.728,,0.0005,0.1,0.0025,,0.096,,,661,4.12,0.86,30,0.06,0.1,,2009-10-14,"2009","10","LZ-07"
27.4,9.09,15.44,1065,30.75,358.5,100.12,149.4,0.93,0.1,0.022,0.588,2.94,,0.02,11,51.77,8.37,0.167,41,618,0.1,2.244,0.0025,0.005,0.0005,0.05,0.05,0.816,,0.0005,0.1,0.0025,,0.02,,,659,2.94,1.2,26,0.11,0.1,,2009-10-14,"2009","10","LZ-04"
27.4,9.08,15.64,1069,36,358.5,110.75,135.6,0.94,0.1,0.038,0.588,3.53,,0.146,8.95,50.25,8.37,0.37,38,638,0.1,2.686,0.0025,0.005,0.0005,0.05,0.05,0.961,,0.0005,0.1,0.0025,,0.02,,,676,3.568,2.35,26,0.06,0.1,,2009-10-14,"2009","10","LZ-09"
26.3,9.03,13.06,1067,51.8,378.4,103.66,147.4,0.96,0.1,0.022,0.588,2.94,,0.394,10.22,62.05,8.37,0.151,34,648,0.1,3.569,0.0025,0.005,0.0005,0.05,0.05,1.498,,0.0005,0.1,0.0025,,0.02,,,682,2.94,0.94,26,0.12,0.1,,2009-10-14,"2009","10","LZ-01"
26.2,8.93,14.45,1074,53,378.4,107.21,147.4,0.97,0.1,0.037,0.588,4.12,,0.367,9.52,66.28,8.37,0.339,70,634,0.1,3.654,0.0025,0.005,0.0005,0.05,0.05,1.452,,0.0005,0.1,0.0025,,0.02,,,704,4.157,0.92,26,0.09,0.1,,2009-10-14,"2009","10","LZ-11"
26.5,8.98,12.67,1073,21,358.5,103.66,147.4,1.03,0.1,0.014,1.176,0.5,,0.575,8.88,70.7,8.37,0.241,26,650,0.1,1.524,0.0025,0.005,0.0005,0.05,0.05,0.564,,0.0005,0.1,0.0025,,0.056,,,676,0.014,3.63,27,0.06,0.1,,2009-10-14,"2009","10","LZ-03"
24.6,8.86,10.29,1074,34.45,358.5,96.57,159.2,0.96,0.1,0.022,0.588,4.12,,0.523,10.88,70.7,8.37,0.131,53,614,0.1,2.772,0.0025,0.005,0.0005,0.05,0.05,1.055,,0.0005,0.1,0.0025,,0.02,,,667,4.12,3.75,28,0.12,0.1,,2009-10-14,"2009","10","LZ-02"
25,8.75,10.69,1219,13,458.1,110.75,202.4,1.03,0.1,0.022,1.176,4.12,,0.317,8.06,79.54,8.37,0.035,24,721,0.1,0.407,0.0025,0.005,0.0005,0.05,0.05,0.365,,0.0005,0.1,0.0025,,0.097,,,745,4.12,3,27,0.1,,,2009-10-14,"2009","10","LZ-14"
18.9,9.15,15.94,1069,79.8,500,118,16,1.21,0.26,0.031,3.51,3.51,18.3,0.032,16.41,93.52,8.3,0.63,92,687,0.1,5.161,0.0025,0.005,0.0005,0.05,0.05,1.758,,0.0005,0.1,0.0025,122.2,0.056,90,90,779,3.51,,26,0.1,0.21,,2010-01-20,"2010","1","LZ-05"
19.8,9.09,0.59,1074,80.1,420,116,16.4,1.21,0.1,0.022,3.51,3.51,19,0.022,15.69,95.13,18.55,0.59,96,686,0.1,4.601,0.0025,0.005,0.0005,0.05,0.05,1.679,,0.0005,0.1,0.014,118.5,0.069,2400,930,782,3.51,,23,0.11,0.1,,2010-01-20,"2010","1","LZ-06"
20.6,9.11,0.74,1064,103,460,113,16.2,1.14,0.37,0.022,2.34,2.34,19.8,0.025,27.3,130.22,4.21,0.74,143,669,0.1,6.279,0.0025,0.005,0.0005,0.05,0.05,2.164,,0.0005,0.1,0.0025,116.6,0.069,90,90,812,2.34,,23.5,0.105,0.21,,2010-01-20,"2010","1","LZ-07"
19.4,9.02,0.75,1068,83.8,470,120,16.2,1.31,0.1,0.022,3.51,3.51,17.9,0.018,17.01,107.63,7.69,0.75,148,654,0.1,6.279,0.0025,0.005,0.0005,0.05,0.05,2.391,,0.0005,0.1,0.0025,119.1,0.056,40,40,802,3.51,,23,0.4,0.21,,2010-01-20,"2010","1","LZ-04"
18.6,9.04,0.71,1068,115,480,115,16.8,1.2,0.1,0.022,2.34,2.34,19.57,0.022,14.76,93.12,8.37,0.71,147,681,0.1,6.559,0.0025,0.005,0.0005,0.05,0.05,2.662,,0.0005,0.1,0.0025,116.3,0.02,150,90,828,2.34,,24,0.7,0.58,,2010-01-20,"2010","1","LZ-09"
17.9,9.07,0.71,1065,72,480,116,16.2,1.14,0.1,0.022,2.34,2.34,19.2,0.021,14.58,85.05,32.3,0.71,103,709,0.1,5.161,0.0025,0.005,0.0005,0.05,0.05,2.234,,0.0005,0.1,0.0025,114.1,0.082,230,90,812,2.34,,25,0.5,0.34,,2010-01-20,"2010","1","LZ-01"
16.9,9.01,14,1075,93,490,113,16.4,1.18,0.1,0.014,1.75,1.75,19.3,0.027,11.19,133.44,9.01,0.73,77,720,0.1,5.161,0.0025,0.005,0.0005,0.05,0.05,2.391,,0.0005,0.1,0.0139,115,0.05,90,40,797,1.75,,25,0.6,0.21,,2010-01-20,"2010","1","LZ-11"
18.2,9,13.6,1071,86.9,460,116,16.2,1.17,0.1,0.015,1.75,1.75,19.6,0.032,15.48,76.98,8.37,0.66,94,686,0.1,4.322,0.0025,0.005,0.0005,0.05,0.05,1.882,,0.0005,0.1,0.0025,117.8,0.02,930,930,780,1.75,,25.5,0.1,0.34,,2010-01-20,"2010","1","LZ-03"
17.8,8.93,11,1056,69.8,480,122,16.4,1.24,0.1,0.022,2.34,2.34,18.9,0.022,11.46,79,8.37,0.67,116,669,0.1,4.601,0.0025,0.005,0.0005,0.05,0.05,1.913,,0.0005,0.1,0.0025,115,0.058,930,930,785,2.34,,24,0.7,0.21,,2010-01-20,"2010","1","LZ-02"
18.6,8.76,8.9,1223,41.6,540,116,23,1.18,0.1,0.015,2.34,2.34,8.53,0.26,16.26,81.02,8.37,0.4,81,773,0.1,1.525,0.0025,0.005,0.0005,0.05,0.05,1.318,,0.0005,0.1,0.0171,126.9,0.02,4600,4600,854,2.34,,27,0.11,0.46,,2010-01-20,"2010","1","LZ-14"
23.46,8.97,8.25,1053,75,365,116,153,1.13,0.1,0.022,5.26,5.26,26.19,0.65,13.56,274.22,8.37,0.65,120,678,0.1,2.939,0.0025,0.005,0.0005,0.05,0.05,1.502,,0.0005,0.1,0.0025,102.1,0.129,230,90,798,5.26,2.48,25,,0.7,,2010-04-14,"2010","4","LZ-05"
22.73,8.89,8.66,865,85,365,115,155,1.08,0.1,0.022,4.68,4.68,26,0.25,14.64,153.66,8.37,0.67,82,768,0.1,2.193,0.0025,0.005,0.0005,0.05,0.05,1.91,,0.0005,0.1,0.0025,96,0.224,750,430,850,4.68,2.7,26,,0.47,,2010-04-14,"2010","4","LZ-06"
23.63,9.31,8.79,862,140,370,119,159,1.11,0.1,0.022,4.09,4.09,26.01,0.14,16.38,138.7,8.37,0.75,180,711,0.2,4.852,0.0025,0.005,0.0005,0.05,0.05,2.93,,0.0005,0.1,0.0025,107.3,0.119,70,70,891,4.09,0.91,26,,0.47,,2010-04-14,"2010","4","LZ-07"
23.4,9.36,11.59,794,180,352,119,161,1.07,0.1,0.022,4.68,4.68,26,0.13,14.85,107.14,10.91,0.89,240,698,0.3,3.175,0.0025,0.005,0.0005,0.05,0.05,3.32,,0.0005,0.1,0.0025,104.7,0.083,11000,280,938,4.68,0.83,26.5,,0.47,,2010-04-14,"2010","4","LZ-04"
23,9.3,9.56,854,70,357,118,157,0.99,0.1,0.022,4.68,4.68,25.48,0.78,13.86,298.08,21.68,0.66,112,695,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,1.316,,0.0005,0.1,0.0025,103.4,0.119,40,3,807,4.68,1.52,27,,0.47,,2010-04-14,"2010","4","LZ-09"
25.25,9.34,12.82,654,55,361,121,159,1.03,0.1,0.022,4.68,4.68,25.57,0.32,13.68,103.1,8.37,0.59,77,705,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.939,,0.0005,0.1,0.0025,103.4,0.131,3,3,782,4.68,0.7,28,,0.47,,2010-04-14,"2010","4","LZ-01"
25.06,9.35,13.67,607,65,365,121,159,1.15,0.1,0.022,4.68,4.68,25.92,0.11,14.35,104.31,18.08,0.57,90,694,0.1,0.321,0.0025,0.005,0.0005,0.05,0.05,1.149,,0.0005,0.1,0.0025,103.2,0.155,3,3,784,4.68,0.62,28,,0.47,,2010-04-14,"2010","4","LZ-11"
25.86,9.34,11.04,649,65,361,120,161,1.06,0.1,0.022,4.09,4.09,26.2,0.12,13.32,94.2,8.37,0.6,82,703,0.1,1.16,0.0025,0.005,0.0005,0.05,0.05,1.188,,0.0005,0.1,0.0025,102.3,0.157,430,90,785,4.09,2.93,29,,0.2,,2010-04-14,"2010","4","LZ-03"
24.1,9.25,7.1,711,65,155,119,155,1.08,0.1,0.022,4.68,4.68,25.32,0.019,18.24,107.95,13.65,0.6,80,717,0.1,1.19,0.0025,0.005,0.0005,0.05,0.05,1.321,,0.0005,0.1,0.0025,99.9,0.104,430,430,797,4.68,3.54,29,,0.7,,2010-04-14,"2010","4","LZ-02"
26,9.14,11.4,969,30,219,126,219,1.04,0.1,0.022,3.51,3.51,10.44,0.1,12.99,86.91,8.37,0.36,35,858,0.2,0.01,0.0025,0.005,0.0005,0.05,0.05,0.445,,0.0005,0.1,0.0025,114.6,0.096,70,70,893,3.51,2.52,30,,,,2010-04-14,"2010","4","LZ-14"
26.48,9.18,10.49,1290,120,415,128,162,1.14,0.7417,0.0784,2.94,4.5999,31.16,0.231,14.74,161.5,8.37,0.37,148,796,0.1,2.617,0.0025,0.005,0.0005,0.05,0.05,2.29,0.131,0.0005,0.1,0.0025,178.6,0.074,7500,4300,944,5.42,2.63,30,0.1,0.23,17.64,2010-06-09,"2010","6","LZ-05"
25,9.13,6.7,1294,140,425,135,160,1.2,0.3,0.1472,2.32,4.9728,31.85,0.161,13.77,157.42,8.37,0.37,117,846,0.1,2.76,0.0025,0.005,0.0005,0.05,0.05,2.29,0.135,0.0005,0.1,0.0025,155.5,0.078,90,40,963,5.42,1.9,30,0.09,0.1,40.5,2010-06-09,"2010","6","LZ-06"
27.7,9.19,10.36,1293,180,430,133,158,1.18,0.9135,0.1371,2.94,5.1494,32.18,0.12,16.5,181.66,19.4,0.379,212,817,0.1,2.378,0.0025,0.005,0.0005,0.05,0.05,2.29,0.147,0.0005,0.1,0.0025,156.1,0.091,1500,1500,1029,6.2,0.84,30,0.08,0.1,24.9,2010-06-09,"2010","6","LZ-07"
27.9,9.26,11.72,1291.6,95,415,139,158,1.19,0.7327,0.1169,2.32,6.1304,33.15,0.175,19.32,162.66,54.57,0.37,113,817,0.1,1.972,0.0025,0.005,0.0005,0.05,0.05,1.96,0.115,0.0005,0.1,0.0025,152.2,0.072,1500,1500,930,6.98,0.72,32,0.1,0.23,14.7,2010-06-09,"2010","6","LZ-04"
25.73,9.21,10.66,1273,100,420,128,160,1.23,0.2655,0.1139,2.94,5.8206,31.33,0.158,16.41,167.12,8.37,0.37,117,820,0.1,2.211,0.0025,0.005,0.0005,0.05,0.05,1.82,0.127,0.0005,0.1,0.0025,151.8,0.093,90,3,937,6.2,1.09,32,0.1,0.23,23.02,2010-06-09,"2010","6","LZ-09"
27.2,9.26,13.3,1288,130,420,135,162,1.19,0.7042,0.1365,2.32,4.5793,31.46,0.019,16.08,177.62,8.37,0.37,190,783,0.1,2.808,0.0025,0.005,0.0005,0.05,0.05,2.52,0.143,0.0005,0.1,0.0025,152.1,0.068,3,3,973,5.42,0.94,34,0.1,0.23,14.8,2010-06-09,"2010","6","LZ-01"
25.9,9.3,15.26,1303,110,410,133,172,1.16,0.1634,0.0923,2.94,7.4943,31.08,0.123,17.79,212.37,8.37,0.65,123,831,0.1,2.282,0.0025,0.005,0.0005,0.05,0.05,2.29,0.127,0.0017,0.1,0.0025,156.8,0.076,3,3,954,7.75,0.48,34,0.1,0.46,18.5,2010-06-09,"2010","6","LZ-11"
26.2,9.18,10.61,1299.6,90,420,128,156,1.14,0.6894,0.0516,0.7364,0.8102,31.6,0.019,13.86,161.87,57.37,0.58,90,818,0.1,2.187,0.0025,0.005,0.0005,0.05,0.05,1.94,0.111,0.0005,0.1,0.0025,151.7,0.087,3,3,908,1.5512,2.3,34,0.11,0.46,8.5,2010-06-09,"2010","6","LZ-03"
26.3,9.26,9.35,1348,90,425,126,154,1.25,0.8115,0.022,1.4728,3.0665,30.98,0.019,13.08,178.84,16.42,0.56,103,827,0.1,1.924,0.0025,0.005,0.0005,0.05,0.05,1.8,0.111,0.0005,0.1,0.0025,151.5,0.02,3,3,930,3.878,1.8,35,0.1,0.22,22.83,2010-06-09,"2010","6","LZ-02"
27.3,9.3,6.27,1455,33,550,139,220,1.18,0.6168,0.022,1.4728,0.9344,11.78,0.019,7.98,144.09,8.37,0.32,50,916,0.1,0.515,0.0025,0.005,0.0005,0.05,0.05,0.63,0.103,0.0005,0.1,0.0025,169,0.02,3,3,966,1.5512,3.2,35,0.11,0.22,8.65,2010-06-09,"2010","6","LZ-14"
24.4,9.03,6.39,1193,100,400,136,150,1.19,2.3,0.017,0.74,2.94,37.99,0.188,13.35,137.63,8.37,0.44,140,776,0.1,5.71,0.0025,0.005,0.0005,0.05,0.05,2.81,,0.0005,0.1,0.0025,,0.093,2400,430,916,5.257,0.57,26,0.09,0.7,125,2010-07-13,"2010","7","LZ-05"
24.4,9.08,7.78,1188,100,394,140,150,1.16,1.59,0.022,1.47,3.68,39.11,0.222,11.58,134.39,41.18,0.42,133,806,0.1,5.54,0.0025,0.005,0.0005,0.05,0.05,3.01,,0.0005,0.1,0.0025,,0.081,2100,200,939,5.27,0.94,26,0.15,3.03,140,2010-07-13,"2010","7","LZ-06"
26.2,9.05,7.53,1147,150,379,126,144,1.09,2.04,0.022,0.74,3.68,38.7,0.281,14.61,144.9,8.37,0.61,140,784,0.1,7.69,0.0025,0.005,0.0005,0.05,0.05,4.05,,0.0005,0.1,0.0025,,0.206,240000,93000,924,5.72,1.12,26,0.06,8.41,178,2010-07-13,"2010","7","LZ-07"
25.5,9.1,9.01,1197,120,389,146,146,1.2,2.18,0.011,0.74,4.42,40.19,0.162,14.34,134.39,33.07,0.44,170,764,0.1,6.75,0.0025,0.005,0.0005,0.05,0.05,3.41,,0.0005,0.1,0.0025,,0.116,24000,24000,934,6.611,1.02,26.5,0.055,2.1,109,2010-07-13,"2010","7","LZ-04"
26.6,9.19,12.14,1197,130,400,136,150,1.23,2.21,0.018,0.74,4.42,39.91,0.158,18.72,150.15,10.59,0.51,200,750,0.1,6.98,0.0025,0.005,0.0005,0.05,0.05,3.75,,0.0005,0.1,0.0025,,0.119,46000,15000,950,6.648,0.4,26.5,0.11,0.23,164,2010-07-13,"2010","7","LZ-09"
28.6,9.22,13.76,1204,80,389,136,146,1.22,0.95,0.022,1.47,5.89,37.42,0.168,16.65,113.79,5.89,0.4,100,771,0.1,3.56,0.0025,0.005,0.0005,0.05,0.05,1.85,,0.0005,0.1,0.0025,,0.105,9300,750,871,6.84,2.13,27,0.13,0.93,137,2010-07-13,"2010","7","LZ-01"
25.6,9.13,9.53,1202,70,400,133,152,1.35,2.04,0.015,0.74,2.94,39.74,0.213,17.88,107.33,5.48,0.38,107,784,0.1,3.09,0.0025,0.005,0.0005,0.05,0.05,1.57,,0.0005,0.1,0.0025,,0.134,4300,1500,891,4.995,3.3,27,0.13,1.87,161.1,2010-07-13,"2010","7","LZ-11"
28.3,9.22,13.14,1198,60,405,136,150,1.2,1.67,0.022,0.74,3.68,38.7,0.128,14.82,108.13,8.37,0.34,92,779,0.1,3.05,0.0025,0.005,0.0005,0.05,0.05,1.41,,0.001,0.1,0.0025,,0.142,24000,11000,871,5.372,3.24,27.5,0.14,1.63,112,2010-07-13,"2010","7","LZ-03"
28.5,9.23,13.91,1208,65,379,136,150,1.21,1.93,0.022,0.74,2.94,39.31,0.216,17.31,100.46,91.42,0.32,133,735,0.1,3.96,0.0025,0.005,0.0005,0.05,0.05,1.77,,0.0005,0.1,0.0025,,0.185,4600,4600,868,4.87,1.58,28,0.12,0.23,109.6,2010-07-13,"2010","7","LZ-02"
28.1,9.14,12.81,1367,28,542,140,209,1.21,2.06,0.022,0.74,2.94,11.1,0.159,12.3,120.25,8.37,0.37,70,883,0.1,1.07,0.0025,0.005,0.0005,0.05,0.05,0.55,,0.0012,0.1,0.0025,,0.088,3,3,953,5,3.27,28,0.06,1.63,75.3,2010-07-13,"2010","7","LZ-14"
26.4,9.13,8.49,950,80,384,99.9,128,0.95,1.28,0.016,0.5,8.1,36.2,0.174,9.57,126.7,9.7,0.31,95,692,0.1,5.285,0.0025,0.005,0.0005,0.05,0.05,1.967,,0.0005,0.1,0.0025,,0.02,1500,930,787,9.396,2.5,27,0.14,0.6,85.1,2010-08-10,"2010","8","LZ-05"
27.53,9.18,8.83,947.3,110,379,51.3,170,1.01,1.61,0.016,0.5,8.1,37.16,0.179,9.74,140,6.81,0.37,82,692,0.1,5.697,0.0025,0.005,0.0005,0.05,0.05,1.99,,0.0005,0.1,0.0074,,0.02,7500,2300,774,9.726,3,27,0.14,0.6,39.8,2010-08-10,"2010","8","LZ-06"
27.5,9.13,8.06,941,140,373,49.5,130,1.02,1.12,0.012,0.5,8.84,35.97,0.132,8.16,136,8.37,0.44,116,697,0.1,5.738,0.0025,0.005,0.0005,0.05,0.05,2.507,,0.0005,0.1,0.0078,,0.066,93000,93000,813,9.972,0.7,27,0.1,0.79,76.7,2010-08-10,"2010","8","LZ-07"
27.5,9.18,9.87,916,120,379,48.6,132,0.93,1.08,0.022,0.5,8.1,36.88,0.139,11.8,135.2,8.37,0.4,127,650,0.1,5.079,0.0025,0.005,0.0005,0.05,0.05,2.261,,0.0005,0.1,0.0073,,0.02,15000,15000,777,9.18,0.85,28,0.11,0.6,100.5,2010-08-10,"2010","8","LZ-04"
26.9,9.16,11.5,966,90,389,51.3,130,0.99,1.41,0.014,0.5,8.1,36.09,0.149,8.26,124.7,8.37,0.37,88,704,0.1,4.008,0.0025,0.005,0.0005,0.05,0.05,1.906,,0.0005,0.1,0.0106,,0.051,2400,2400,792,9.524,1.88,28,0.12,0.79,74.8,2010-08-10,"2010","8","LZ-09"
27,9.12,13,953,85,384,51.75,122,0.94,1.84,0.022,0.5,8.1,35.53,0.019,11.4,136.41,8.37,0.37,92,677,0.1,3.555,0.0025,0.005,0.0005,0.05,0.05,1.674,,0.0005,0.1,0.0116,,0.02,9300,9300,769,9.94,0.85,28,0.15,0.4,107.5,2010-08-10,"2010","8","LZ-01"
27.2,9.18,15.62,952,125,373,51.3,136,1.03,1.9,0.022,0.5,8.1,36.08,0.125,14.74,148.54,8.37,0.56,137.5,670,0.1,5.162,0.0025,0.005,0.0005,0.05,0.05,2.235,,0.0005,0.1,0.0025,,0.02,4600,4600,807.5,10,0.76,28,0.1,0.99,102,2010-08-10,"2010","8","LZ-11"
27.7,9.17,12.15,957,65,384,50.4,124,0.98,1.57,0.022,0.5,8.1,35.38,0.136,9.02,131.9,6.08,0.37,58.69,667,0.1,2.8,0.0025,0.005,0.0005,0.05,0.05,1.315,,0.0005,0.1,0.0025,,0.055,15000,15000,725.69,9.67,3,29,0.15,0.4,120.6,2010-08-10,"2010","8","LZ-03"
29.2,9.24,13.81,956,80,379,52.2,120,1.01,1.06,0.012,0.5,8.1,36.37,0.168,11.62,114.1,8.37,0.37,76,851,0.1,3.1,0.0025,0.005,0.0005,0.05,0.05,1.415,,0.0005,0.1,0.0157,,0.061,2400,2400,927,9.172,3.7,29,0.13,0.6,87.1,2010-08-10,"2010","8","LZ-02"
26.83,9.04,10.07,1236,29,584,62.55,198,1.08,1.45,0.022,0.5,8.1,11.39,0.122,11.46,129.5,32.35,0.37,47.14,714,0.1,0.8,0.0025,0.005,0.0005,0.05,0.05,0.522,,0.0005,0.1,0.0061,,0.02,230,90,761.14,9.55,2.34,30,0.3,0.6,76.3,2010-08-10,"2010","8","LZ-14"
22.6,8.81,4.1,872,110,310,79.35,124,0.83,0.35,0.025,0.56,9.61,28.21,0.266,12.51,131.16,8.37,0.37,124,565,0.1,1.072,0.0025,0.005,0.0005,0.05,0.05,1.98,,0.0005,0.1,0.0025,,0.058,240000,240000,689,9.985,1.15,23.2,0.1,0.59,89.5,2010-09-07,"2010","9","LZ-05"
23,8.77,4.85,824,85,310,72.38,136,0.7,0.1,0.048,0.56,4.81,26.15,0.019,8.82,166.21,5.78,0.84,92,521,0.1,0.869,0.0025,0.005,0.0005,0.05,0.05,1.765,,0.0005,0.1,0.0073,,0.053,43000,43000,613,4.858,1.35,24.3,0.1,0.79,74.6,2010-09-07,"2010","9","LZ-06"
23.1,8.84,4.81,911,90,326,82.85,120,0.82,0.25,0.016,0.56,4.52,28.93,0.019,7.8,121.06,5.13,0.41,91,586,0.1,0.869,0.0025,0.005,0.0005,0.05,0.05,1.562,,0.0005,0.1,0.0062,,0.087,43000,43000,677,4.786,1.96,27.4,0.1,0.79,90.15,2010-09-07,"2010","9","LZ-07"
23.1,8.87,5.62,915,120,331,86.33,134,0.85,0.33,0.024,0.56,4.52,29.64,0.019,10.29,125.1,8.37,0.43,144,563,0.1,1.376,0.0025,0.005,0.0005,0.05,0.05,2.23,,0.0005,0.1,0.0084,,0.09,24000,24000,707,4.874,1.17,29.1,0.1,0.59,68.9,2010-09-07,"2010","9","LZ-04"
22.08,8.83,4.92,918,100,326,86.33,130,0.92,1.14,0.023,0.56,5.37,29.37,0.019,9.39,121.06,8.37,0.32,132,562,0.1,1.173,0.0025,0.005,0.0005,0.05,0.05,1.896,,0.0005,0.1,0.0075,,0.066,4300,2400,694,6.533,1.18,24.8,0.1,0.79,61.7,2010-09-07,"2010","9","LZ-09"
23.6,8.21,4.54,713,50,273,59.3,138,1.08,0.1,0.018,0.56,5.94,23.92,0.019,7.86,100.05,6.71,1.81,51,437,0.1,0.564,0.0025,0.005,0.0005,0.05,0.05,1.347,,0.0005,0.1,0.0203,,0.052,93000,93000,488,5.958,0.87,27,0.18,0.59,73,2010-09-07,"2010","9","LZ-01"
23.6,8.95,6.55,919,75,326,95.05,130,0.78,0.95,0.022,0.56,5.09,29.39,0.019,7.48,106.11,6.62,0.37,84,579,0.1,0.869,0.0025,0.005,0.0005,0.05,0.05,1.409,,0.0005,0.1,0.0077,,0.02,15000,15000,663,6.04,3.9,30.6,0.12,0.1,85.1,2010-09-07,"2010","9","LZ-11"
23.5,9.01,7.35,917,85,326,93.31,126,0.86,0.28,0.022,0.56,4.24,28.78,0.019,6.34,117.83,16.1,0.37,93,565,0.1,0.97,0.0025,0.005,0.0005,0.05,0.05,1.562,,0.0005,0.1,0.0058,,0.02,9300,9300,658,4.52,3.12,28.1,0.1,1.19,76.2,2010-09-07,"2010","9","LZ-03"
23.9,9.05,7.23,920,75,331,94.18,124,0.95,0.98,0.022,0.56,4.52,29.26,0.019,9.12,117.02,11.88,0.37,93,588,0.1,0.7,0.0025,0.005,0.0005,0.05,0.05,1.169,,0.0005,0.1,0.0025,,0.02,430,430,681,5.5,4.27,28.2,0.11,1.19,58.9,2010-09-07,"2010","9","LZ-02"
25.5,8.85,8.86,1339,24,552,122.09,200,1.11,0.41,0.022,0.56,4.24,12.02,0.019,10.2,121.87,75.46,0.37,42,811,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.356,,0.0005,0.1,0.0025,,0.08,2400,930,853,4.65,3.86,31.9,0.28,1.59,55.3,2010-09-07,"2010","9","LZ-14"
24.2,9.03,8.93,783,36,309.6,81.1,141.12,0.77,0.1,0.022,0.85,0.7,23.06,0.019,7.5,83.01,8.37,0.32,7,575,0.1,2.271,0.0025,0.005,0.0005,0.05,0.05,1.038,,0.0005,0.1,0.0025,,0.147,230,230,582,0.7,4.23,25,0.2,0.1,33.7,2010-10-24,"2010","10","LZ-05"
24.5,9.01,8.99,782,44,313.73,80.23,141.12,0.8,0.1,0.022,0.85,1.7,23.93,0.019,10.86,93.94,7.49,0.34,33,555,0.1,2.623,0.0025,0.005,0.0005,0.05,0.05,1.107,,0.0005,0.1,0.0025,,0.029,430,430,588,1.7,3.62,26,0.2,0.4,42.2,2010-10-24,"2010","10","LZ-06"
24.8,8.72,10.05,785,56,301.34,83.72,147,0.85,0.1,0.022,0.85,1.98,24.32,0.019,15,110.72,8.37,0.44,55,556,0.1,3.326,0.0025,0.005,0.0005,0.05,0.05,1.435,,0.0005,0.1,0.0025,,0.036,230,230,611,1.98,1.5,28,0.22,0.4,79.2,2010-10-24,"2010","10","LZ-07"
25.1,8.99,10.95,783,51,313.73,81.97,143.08,0.87,0.1,0.022,1.13,1.98,23.99,0.019,13.53,100.58,8.37,0.41,33,580,0.1,3.175,0.0025,0.005,0.0005,0.05,0.05,1.409,,0.0005,0.1,0.0025,,0.017,430,430,613,1.98,1.25,28,0.2,0.4,37,2010-10-24,"2010","10","LZ-04"
23.6,8.94,9.51,784,58,313.73,81.97,147,0.86,0.1,0.022,0.85,1.7,24.22,0.019,12.33,105.65,20.09,0.45,69,550,0.1,3.728,0.0025,0.005,0.0005,0.05,0.05,1.54,,0.0005,0.1,0.0025,,0.024,230,90,619,1.7,2,28,0.2,0.4,62.1,2010-10-24,"2010","10","LZ-09"
23.4,8.96,11.71,789,62,317.86,81.97,148.96,0.86,0.1,0.013,0.85,1.7,23.07,0.019,14.79,97.06,8.37,0.6,53,568,0.1,3.728,0.0025,0.005,0.0005,0.05,0.05,1.642,,0.0005,0.1,0.0025,,0.029,230,40,621,1.713,1.2,28,0.21,0.8,36.2,2010-10-24,"2010","10","LZ-01"
22.8,8.73,8.1,790,80,309.6,82.85,150.92,0.79,0.25,0.172,0.85,1.7,22.39,0.019,15.21,99.01,8.37,0.88,103,575,0.1,4.984,0.0025,0.005,0.0005,0.05,0.05,2.235,,0.0005,0.1,0.0025,,0.024,230,40,678,2.122,1.1,29,0.15,0.6,59.9,2010-10-24,"2010","10","LZ-11"
24.3,8.99,10.37,785,35,313.78,85.46,141.12,0.83,0.1,0.022,1.13,1.98,24.24,0.019,12.03,90.03,8.37,0.37,14,585,0.1,1.92,0.0025,0.005,0.0005,0.05,0.05,0.853,,0.0005,0.1,0.0025,,0.031,750,390,599,1.98,4.3,29,0.21,0.1,13.7,2010-10-24,"2010","10","LZ-03"
