"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Mercurio","Níquel","Plomo","Zinc","Coliformes totales","Coliformes fecales","Profundidad","Sólidos totales","Nitrógeno total","Manganeso","Sodio","Temp. ambiente","Transparencia Secchi","Clorofilas","fecha","año","mes","est"
18,8.7,7.21,1794,110,481.75,95.83,163.06,1.4,0.37,0.01,0.5,9.07,10,0.1,12.3,280.13,13.18,1.67,82,773,0.1,0.21,0.586,0.005,0.206,0.00063,0.05,0.05,0.331,0.00051,0.1,0.0044,0.022,3,3,,855,9.44,0.05,147.3,19,,304.2,2020-01-27,"2020","1","LC-04"
19,8.7,7.92,1825,120,492,96.07,157.68,1.21,0.3,0.01,9.36,10.33,10,0.1,19.41,273.33,12.93,1.28,68,783,0.1,0.1,0.206,0.0055,0.204,0.0005,0.05,0.05,0.126,0.0005,0.1,0.0037,0.02,40,40,,851,10.63,0.05,149.4,20,,200.2,2020-01-27,"2020","1","LC-05"
15,9,6.88,1263,80,471.03,106.41,153.33,0.91,0.13,0.017,1.2,10.56,23.98,0.14,10.65,189.51,5.14,1.84,60.46,804.54,0.1,0.58,0.725,0.0028,0.155,0.0005,0.05,0.05,0.099,0.0005,0.1,0.009,0.02,4600000,2400000,,865,10.71,0.068,175.2,17,,313.24,2021-02-18,"2021","2","LC-01"
19,9.3,11.95,1251,95,492.01,113.34,145.12,0.92,0.1,0.01,0.5,10.62,10,0.16,13.08,203.9,5.14,1.95,75,831,0.1,0.46,0.895,0.0072,0.206,0.0005,0.05,0.05,0.088,0.0005,0.1,0.0085,0.02,2100,2100,,906,10.62,0.05,180.4,22,,21.44,2021-02-18,"2021","2","LC-02"
19,9.2,9.24,1251,100,489.51,112.26,136.72,0.96,0.1,0.01,0.57,10.96,10,0.11,10.59,188.1,5.98,1.95,73.47,831.53,0.1,0.42,0.695,0.0104,0.138,0.0005,0.05,0.05,0.074,0.0005,0.1,0.008,0.02,11000,11000,,905,10.96,0.05,181.2,22,,335.21,2021-02-18,"2021","2","LC-03"
16,9.1,8.18,1246,100,488.51,112.02,150.4,0.92,0.1,0.01,0.63,10.79,10,0.16,10.74,188.95,6.96,1.99,68.75,847.25,0.1,0.62,0.595,0.0065,0.129,0.0005,0.05,0.05,0.063,0.0005,0.1,0.0079,0.02,4600,4600,,916,10.79,0.05,179.2,19,,297.63,2021-02-18,"2021","2","LC-04"
17,9.2,8.26,1271,95,489.51,112.97,159.38,0.76,0.1,0.01,0.5,11.65,10,0.18,14.46,190.36,5.48,1.91,74.47,841.53,0.1,1.6,0.935,0.0061,0.126,0.0005,0.05,0.05,0.116,0.0005,0.1,0.0075,0.02,11000,4600,,916,11.65,0.05,180.8,22,,328.18,2021-02-18,"2021","2","LC-05"
18,9,5.51,1314,100,518.46,119.14,159.36,0.9,0.1,0.01,0.5,10.79,25.16,0.36,18.57,262.84,6.99,1.81,45.71,805.29,0.1,1.27,0.935,0.0025,0.154,0.0005,0.05,0.05,0.276,0.0005,0.1,0.0066,0.024,46000,24000,,851,10.79,0.074,187.4,23,,195.32,2021-03-22,"2021","3","LC-01"
19,8.8,6.97,1318,120,517.96,125.12,167.93,0.87,0.1,0.01,0.5,12.74,10,0.18,17.79,327.71,6.44,1.2,170,912,1.8,0.24,4.73,0.0025,0.192,0.0005,0.05,0.05,2.726,0.0005,0.1,0.0069,0.033,11000,4600,,1082,12.74,0.136,185.1,23,,44.55,2021-03-22,"2021","3","LC-02"
19,8.9,7.98,1337,100,520.96,123.79,163.65,0.79,0.1,0.01,0.5,10.27,31.99,0.13,17.49,241.97,5.14,2.08,36,833,0.1,0.8,0.555,0.0025,0.147,0.0005,0.05,0.05,0.113,0.0005,0.1,0.0025,0.022,11000,4600,,869,10.27,0.05,184.7,23,,258.32,2021-03-22,"2021","3","LC-03"
21,9.1,9.35,1313,85,518.46,126.74,160.14,0.81,0.1,0.01,0.5,11.25,10,0.14,21.06,320.66,23.59,1.9,42.55,921.45,0.1,0.62,2.67,0.0025,0.131,0.0005,0.05,0.05,0.087,0.0005,0.1,0.003,0.02,4600,2400,,964,11.25,0.05,185.2,23,,251.82,2021-03-22,"2021","3","LC-04"
22,9.1,10.98,1321,85,522.95,125.88,152.35,0.99,0.1,0.01,0.5,12.17,10,0.14,27.9,263.12,5.29,1.92,56,922,0.1,0.1,2.07,0.0025,0.141,0.0005,0.05,0.05,0.14,0.0005,0.1,0.0025,0.024,24000,24000,,978,12.17,0.05,185.8,23,,189.86,2021-03-22,"2021","3","LC-05"
18,9.2,9.02,1387,110,530.56,136.87,166.85,0.89,0.1,0.01,0.5,20.44,10,0.1,17.07,496.62,6.36,1.56,102.04,940.96,0.1,0.28,0.88,0.0025,0.144,0.00184,0.05,0.05,0.518,0.0005,0.1,0.0119,0.021,3900,3900,,1043,20.44,0.077,194.2,22,,321.29,2021-04-19,"2021","4","LC-01"
22,9.3,9.69,1427,100,535.57,124.43,162.38,0.96,0.1,0.01,0.5,17.3,10,0.1,19.53,474.39,5.14,1.37,95.92,948.08,0.1,0.78,0.57,0.0025,0.15,0.00108,0.05,0.05,0.092,0.00118,0.1,0.0116,0.022,43,23,,1044,17.3,0.051,194.4,23,,331.77,2021-04-19,"2021","4","LC-02"
24,9.4,9.62,1438,110,530.06,134.96,163.74,0.92,0.1,0.01,0.5,16.66,10,0.1,17.64,503.17,5.14,1.31,88.89,952.11,0.1,0.3,0.755,0.0025,0.226,0.00098,0.05,0.05,0.116,0.0005,0.1,0.0112,0.043,93,23,,1041,16.66,0.06,195.3,23,,327.28,2021-04-19,"2021","4","LC-03"
21,9.3,7.8,1388,100,525.05,134.1,161.8,0.88,0.1,0.01,0.5,16.31,11.54,0.1,19.05,397.99,5.89,1.31,63.64,985.36,0.1,0.52,0.68,0.0025,0.288,0.00136,0.05,0.05,0.162,0.0005,0.1,0.0121,0.06,240,23,,1049,16.31,0.1,195.3,20,,328.12,2021-04-19,"2021","4","LC-04"
22,9.4,7.49,1445,120,520.04,134.38,142.77,1.32,0.1,0.01,0.5,15.67,10,0.1,19.29,438.75,8.2,1.22,10,940,0.1,1,1.385,0.0025,0.175,0.00119,0.05,0.05,0.252,0.0005,0.1,0.0109,0.026,43,43,,1040,15.67,0.072,195.7,22,,328.12,2021-04-19,"2021","4","LC-05"
21,8.7,5.57,1491,85,546.85,135.15,149.56,1.13,0.11,0.01,0.99,13.34,26.7,0.1,17.46,401.41,19.14,1.5,98.57,998.43,0.1,0.68,0.825,0.0025,0.223,0.00132,0.05,0.05,0.259,0.0005,0.1,0.0031,0.02,1100,460,,1097,13.45,0.065,205.9,24,,1065.61,2021-05-10,"2021","5","LC-01"
23,8.6,6.59,1459,85,549.85,134.96,148.59,0.99,0.1,0.01,1.51,13.16,10,0.11,17.91,333.57,11.42,1.24,95.31,1011.69,0.1,0.1,1.415,0.0025,0.217,0.00129,0.05,0.05,0.259,0.0005,0.1,0.0029,0.023,23,4,,1107,13.26,0.065,210.1,33,,1387.59,2021-05-10,"2021","5","LC-02"
23,8.6,7.49,1490,85,565.8,145.49,149.37,2.19,0.1,0.01,1.11,13.51,34.72,0.1,16.8,414.24,18.54,1.38,92,991,0.1,0.13,1.225,0.0025,0.246,0.00125,0.05,0.05,0.132,0.0005,0.1,0.0042,0.02,23,9,,1083,13.61,0.054,202.5,25,,1073.68,2021-05-10,"2021","5","LC-03"
22,8.6,5.71,1485,95,564.3,139.17,153.84,0.96,0.1,0.01,1.05,13.45,10,0.1,19.38,267.16,21.66,1.34,111.36,952.64,0.1,0.88,1.4,0.0025,0.332,0.0013,0.05,0.05,0.139,0.0005,0.1,0.0027,0.02,9,9,,1064,13.55,0.061,206.7,23,,4602.63,2021-05-10,"2021","5","LC-04"
23,8.6,6.7,1490,80,557.82,138.79,152.67,1.32,0.11,0.01,0.81,13.1,31.57,0.1,19.35,358.94,19.52,1.34,104,989,0.1,1.23,1.49,0.0025,0.424,0.00127,0.05,0.05,0.159,0.0005,0.1,0.0045,0.02,23,23,,1093,13.21,0.063,209.2,22,,403.36,2021-05-10,"2021","5","LC-05"
24,8.6,3.91,1462,120,520.83,143.43,132.39,0.86,0.1,0.01,1.22,15.72,50.54,0.1,17.34,275.99,5.14,1.31,100,971,0.1,0.1,1.06,0.0025,0.12,0.00161,0.05,0.05,0.784,0.0005,0.1,0.0097,0.052,110000,46000,,1071,15.82,0.088,215.1,25,,683.92,2021-06-07,"2021","6","LC-01"
24,8.8,5.37,1532,110,540.19,157.29,129.87,0.83,0.12,0.01,1.51,15.84,44.59,0.15,25.56,289.11,5.14,1.31,76,1030,0.1,0.1,0.51,0.0025,0.1,0.00152,0.05,0.05,0.211,0.0005,0.1,0.0087,0.024,1500,930,,1106,15.96,0.05,254.1,26,,677.68,2021-06-07,"2021","6","LC-02"
25,8.8,8.06,1528,130,547.14,157.48,133.94,1.13,0.1,0.01,0.7,14.73,39.71,0.18,20.34,331.58,7.49,1.31,71.74,1031.26,0.1,0.78,0.53,0.0025,0.094,0.00144,0.05,0.05,0.09,0.0005,0.1,0.0083,0.02,4600,4600,,1103,14.83,0.05,252.4,25,,527.55,2021-06-07,"2021","6","LC-03"
23,8.6,4.31,1525,120,543.67,154.18,135.5,0.83,0.11,0.01,0.81,16.13,23.86,0.17,18.06,288.54,5.84,1.36,74.47,1032.53,0.1,0.76,0.515,0.0025,0.099,0.00144,0.05,0.05,0.071,0.0005,0.1,0.0084,0.02,4600,4600,,1107,16.24,0.05,245.3,25,,621.58,2021-06-07,"2021","6","LC-04"
24,8.8,6.65,1530,120,545.65,157.48,132.58,0.95,0.1,0.01,1.11,14.97,36.44,0.14,20.13,293.1,6.64,1.27,73.17,1019.83,0.1,1.06,0.545,0.0025,0.093,0.00147,0.05,0.05,0.114,0.0005,0.1,0.0091,0.02,460,460,,1093,14.97,0.05,255.5,25,,599.15,2021-06-07,"2021","6","LC-05"
24,8.2,4.22,920,65,351.88,81.6,112.42,0.91,0.1,0.01,1.58,10.63,10,0.1,26.7,209.79,5.14,2.33,52.87,618.13,0.1,0.1,0.772,0.0025,0.142,0.0005,0.05,0.05,0.666,0.0005,0.1,0.0058,0.02,240000,240000,,671,10.63,0.196,128.6,22,,25.1,2021-07-26,"2021","7","LC-01"
24,8.7,4.09,1316,110,491.53,135.24,117.48,0.9,0.1,0.01,1.58,11.54,21.24,0.1,10.26,310.21,5.14,1.67,95,872,0.1,0.31,0.324,0.0113,0.125,0.0005,0.05,0.05,0.178,0.0005,0.1,0.0061,0.02,930,430,,967,11.54,0.05,185.7,23,,18.71,2021-07-26,"2021","7","LC-02"
26,9,9.47,1355,110,501.47,134.38,121.56,0.99,0.1,0.01,0.9,11.48,10,0.1,10.26,353.06,6.2,1.62,107.35,864.65,0.2,0.1,0.586,0.0025,0.134,0.0005,0.05,0.05,0.446,0.0005,0.1,0.0055,0.02,750,430,,972,11.48,0.05,185.6,23,,7.98,2021-07-26,"2021","7","LC-03"
23,8.9,5.02,1269,95,477.12,128.74,119.03,0.81,0.1,0.01,3.51,10.92,27.46,0.1,8.58,324.93,5.14,1.65,78.87,848.13,0.1,0.1,0.35,0.0025,0.137,0.0005,0.05,0.05,0.178,0.0005,0.1,0.0045,0.02,1100,1100,,927,10.92,0.05,179,22,,8.97,2021-07-26,"2021","7","LC-04"
23,8.8,5.74,1331,110,504.45,134.96,117.28,0.8,0.1,0.01,1.41,11.54,10,0.1,9.39,412.79,8.53,1.62,89.06,889.94,0.1,0.1,0.342,0.0025,0.145,0.0005,0.05,0.05,0.205,0.0005,0.1,0.0047,0.02,460,240,,979,11.54,0.05,186.7,22,,36.31,2021-07-26,"2021","7","LC-05"
20,7.3,4.1,313,140,115.24,19.24,70.93,0.47,0.29,0.046,3.88,5.14,12.25,0.46,5.22,56.02,5.14,1.89,122,273,0.1,0.55,13.6,0.0035,0.149,0.00061,0.05,0.05,6.818,0.0005,0.1,0.0041,0.022,2400000,2400000,,395,5.48,0.325,25.4,22,,8.65,2021-08-23,"2021","8","LC-01"
23,9.3,4.71,1214,95,452.23,126.73,111.26,0.8,0.1,0.01,0.57,10.17,10,0.1,9.51,244.85,8.44,1.93,76,804,0.1,0.96,0.71,0.003,0.11,0.00188,0.05,0.05,0.217,0.0005,0.1,0.0056,0.02,46000,46000,,880,10.17,0.05,169.4,22,,308.31,2021-08-23,"2021","8","LC-02"
23,9.3,5.4,1246,90,457.7,131.13,113.45,0.75,0.1,0.01,0.5,10.8,10.55,0.1,10.65,234.47,8.26,1.93,72,810,0.1,1.24,0.63,0.009,0.143,0.0005,0.05,0.05,0.084,0.0005,0.1,0.0063,0.02,750,750,,882,10.8,0.05,179.3,23,,376.12,2021-08-23,"2021","8","LC-03"
23,9.3,5.4,1229,100,453.72,125.86,115.23,0.74,0.1,0.01,0.8,9.31,10,0.1,9.15,256.11,6.38,1.97,70,797,0.1,1.78,0.378,0.0103,0.157,0.0005,0.05,0.05,0.055,0.0005,0.1,0.0062,0.02,460,240,,867,9.31,0.05,182.3,22,,374.9,2021-08-23,"2021","8","LC-04"
23,9.4,5.47,1250,90,472.62,117.92,108.88,0.8,0.1,0.01,0.5,8.91,10,0.1,10.47,198.97,9.7,1.96,88,773,0.1,1.87,0.895,0.0025,0.132,0.00154,0.05,0.05,0.365,0.0005,0.1,0.0066,0.02,4600,4600,,861,8.91,0.05,165.1,22,,370.54,2021-08-23,"2021","8","LC-05"
23,8.5,5.86,921,70,324.85,77.81,87.36,0.65,0.15,0.01,1.96,8.42,10,0.1,8.52,170.84,5.29,1.7,60.32,588.68,0.2,0.1,1.07,0.0025,0.099,0.0005,0.05,0.05,0.871,0.0005,0.1,0.0156,0.02,150000,150000,,649,8.57,0.084,121.1,21,,333.8,2021-09-20,"2021","9","LC-01"
25,8.7,8.78,1066,70,373.25,96.71,86.19,0.8,0.1,0.01,0.75,9,10,0.1,6.69,192.05,5.14,1.6,42,693,0.1,0.1,0.25,0.0025,0.085,0.0005,0.05,0.05,0.153,0.0005,0.1,0.0129,0.02,4600,4600,,735,9,0.05,141,23,,328.7,2021-09-20,"2021","9","LC-02"
24,8.7,8.01,1055,80,374.25,95.51,86.97,0.79,0.1,0.01,0.69,8.36,10,0.1,4.44,244.42,5.14,1.58,46.81,691.19,0.1,0.1,0.198,0.0025,0.085,0.0005,0.05,0.05,0.124,0.0005,0.1,0.0122,0.02,1100,1100,,738,8.36,0.05,140.9,23,,272.09,2021-09-20,"2021","9","LC-03"
24,8.7,6.9,1034,70,362.27,93.1,86.38,0.74,0.1,0.01,1.04,8.36,10,0.1,6.72,305.45,5.36,1.48,53.85,655.15,0.1,0.1,0.555,0.0025,0.098,0.0005,0.05,0.05,0.277,0.0005,0.1,0.0138,0.02,1100,460,,709,8.36,0.05,138.1,22,,318.81,2021-09-20,"2021","9","LC-04"
23,8.7,7.36,1039,75,370.26,95.27,87.95,0.73,0.1,0.01,0.98,8.82,10,0.1,6.24,307.61,5.14,1.57,59.18,658.82,0.1,0.11,0.494,0.0025,0.107,0.0005,0.05,0.05,0.288,0.0005,0.1,0.0134,0.02,2400,2400,,718,8.92,0.05,139.1,22,,334.47,2021-09-20,"2021","9","LC-05"
23,8.7,4.44,814,55,323.03,70.71,78.86,0.66,0.25,0.01,0.92,8.71,10,0.1,13.44,117.74,6.66,1.44,32,551,0.1,0.1,1.345,0.0031,0.133,0.00063,0.05,0.05,0.154,0.0005,0.1,0.0121,1.243,11000,11000,,583,8.96,0.068,124.8,23,,324.86,2021-10-25,"2021","10","LC-01"
22,8.4,5.2,851,55,329.01,76.05,77.09,0.59,0.2,0.01,1.04,8.13,10,0.1,12.96,126.36,6.49,1.29,34,580,0.1,1.63,1.465,0.0071,0.155,0.00065,0.05,0.05,0.095,0.0005,0.1,0.0115,0.039,460,460,,614,8.33,0.05,131.8,26,,292.65,2021-10-25,"2021","10","LC-02"
22,8.6,5.07,847,60,324.52,76.01,81.22,0.59,0.19,0.01,0.63,8.77,10,0.1,10.68,125.43,7.61,1.32,22,578,0.1,0.1,1.89,0.0025,0.237,0.00071,0.05,0.05,0.069,0.0005,0.1,0.0119,0.02,150,150,,600,8.96,0.05,130.4,26,,202.26,2021-10-25,"2021","10","LC-03"
22,8.7,5.82,846,60,382.85,75.91,70.8,0.57,0.23,0.01,0.81,8.48,10,0.1,14.76,125.16,5.14,1.38,28,561,0.1,0.1,2.07,0.0025,0.143,0.00066,0.05,0.05,0.08,0.0005,0.1,0.0111,0.02,23,23,,589,8.71,0.05,130.9,22,,248.9,2021-10-25,"2021","10","LC-04"
22,8.6,5.92,850,60,330.5,76.15,76.5,0.55,0.2,0.01,0.75,8.19,10,0.1,13.95,120.24,5.14,1.34,28,586,0.1,0.25,0.85,0.0025,0.145,0.00066,0.05,0.05,0.08,0.0005,0.1,0.0113,0.02,23,23,,614,8.39,0.05,131.4,26,,255.1,2021-10-25,"2021","10","LC-05"
20,8.4,7.57,844,65,322.53,76.39,84.8,0.72,0.1,0.01,2.02,8.42,10,0.1,9.06,153.17,8.61,1.39,48,566,0.1,0.1,0.57,0.0062,0.15,0.0005,0.05,0.05,0.119,0.0005,0.1,0.0048,0.02,46000,24000,,614,10.44,0.052,129.3,22,,190.96,2021-11-29,"2021","11","LC-01"
21,8.6,9.6,827,60,329.01,77.17,85.82,0.66,0.1,0.01,1.56,6.69,10,0.1,6.42,143.93,10.46,1.35,56,566,0.1,0.1,0.6,0.0075,0.154,0.0005,0.05,0.05,0.089,0.0005,0.1,0.0043,0.02,93,43,,622,8.25,0.05,130.6,23,,180.17,2021-11-29,"2021","11","LC-02"
21,8.8,13.98,850,60,336.49,78.48,83.98,0.77,0.1,0.01,2.42,7.27,10,0.1,8.64,160.29,11.55,1.34,58,567,0.1,0.1,0.772,0.0039,0.149,0.0005,0.05,0.05,0.082,0.0005,0.1,0.0046,0.02,43,43,,625,9.69,0.05,129.9,23,,150.02,2021-11-29,"2021","11","LC-03"
21,8.7,10.29,847,60,328.51,78.63,86.22,0.61,0.1,0.01,1.27,6.81,10,0.1,8.55,123.6,7.34,1.35,68,561,0.1,0.1,0.72,0.0064,0.152,0.0005,0.05,0.05,0.233,0.0005,0.1,0.0047,0.02,460,460,,629,8.08,0.05,131,22,,221.43,2021-11-29,"2021","11","LC-04"
19,8.5,7.86,846,60,327.51,91.84,83.98,0.58,0.1,0.01,2.13,7.27,10,0.1,6.51,112.51,5.68,1.34,52,572,0.1,0.1,0.545,0.0066,0.17,0.0005,0.05,0.05,0.082,0.0005,0.1,0.0048,0.02,93,93,,624,9.4,0.05,129.5,22,,79.89,2021-11-29,"2021","11","LC-05"
19,9.2,9.54,888,50,362.91,79.26,101.78,0.98,0.21,0.01,1.79,9.69,10,0.34,13.05,135.11,6.09,1.57,70,561,0.1,0.1,0.0623,0.0054,0.066,0.0005,0.05,0.05,0.055,0.0005,0.1,0.0025,0.02,46000,46000,,631,9.9,0.05,130.7,19,,187.49,2021-12-13,"2021","12","LC-01"
20,9.4,9.44,889,45,356.93,79.89,102.77,0.87,0.1,0.01,1.5,10.27,10,0.17,10.38,114.54,6.52,1.5,73.17,569.83,0.1,0.1,0.0652,0.0066,0.065,0.0005,0.05,0.05,0.055,0.0005,0.1,0.0025,0.02,460,240,,643,10.27,0.05,132.2,24,,199.08,2021-12-13,"2021","12","LC-02"
22,9.3,8.84,881,55,359.42,79.36,103.37,0.62,0.1,0.01,1.78,9.69,10,0.2,13.5,124.73,5.74,1.52,57.14,584.86,0.1,0.1,0.1706,0.007,0.066,0.0005,0.05,0.05,0.08,0.0005,0.1,0.0025,0.02,23,23,,642,9.79,0.05,131.1,23,,165.5,2021-12-13,"2021","12","LC-03"
18,9.2,8.41,889,55,354.43,77.95,104.16,0.68,0.14,0.01,1.15,9,10,0.14,9.75,126.64,7.7,1.51,61.36,565.64,0.1,0.1,0.07,0.0064,0.068,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,460,240,,627,9.14,0.05,131.4,21,,172.05,2021-12-13,"2021","12","LC-04"
20,9.3,8.76,890,40,362.91,28.12,102.18,0.81,0.22,0.01,1.5,9.4,10,0.13,9.39,132.46,6.6,1.5,68.75,561.25,0.1,0.21,0.0935,0.0072,0.068,0.0005,0.05,0.05,0.064,0.0005,0.1,0.0025,0.02,43,43,,630,9.62,0.05,133.9,21,,209.24,2021-12-13,"2021","12","LC-05"
17,8.7,3.79,892,45,359.31,77.91,122.03,0.94,0.1,0.016,1.53,9.95,10,0.13,10.62,110.194,6.57,1.85,42,605,0.1,0.13,0.0725,0.0036,0.142,0.0005,0.05,0.05,0.099,0.0005,0.1,0.0087,0.027,46000,46000,,647,9.97,0.081,138.3,17,,232.84,2022-01-17,"2022","1","LC-01"
21,9.3,9.21,891,55,351.7,80.27,111.89,0.77,0.1,0.01,0.5,8.18,10,0.17,14.19,124.614,5.76,1.61,58,613,0.1,0.1,0.124,0.0026,0.091,0.0005,0.05,0.05,0.071,0.0005,0.1,0.0091,0.043,240,93,,671,8.18,0.05,142.6,20,,252.07,2022-01-17,"2022","1","LC-02"
20,9.2,8.65,888,55,354.74,81.86,116.06,0.76,0.1,0.01,0.5,6.31,10,0.2,9.63,123.861,5.23,1.54,56,612,0.1,0.1,0.0875,0.0025,0.083,0.0005,0.05,0.05,0.295,0.0005,0.1,0.0084,0.036,240,240,,668,6.31,0.05,141.9,22,,139.52,2022-01-17,"2022","1","LC-03"
18,9.2,6.52,891,45,359.31,81.09,107.35,0.88,0.1,0.01,0.51,8.47,10,0.14,9.75,114.75,6,1.59,62.5,594.5,0.1,0.11,0.103,0.0034,0.084,0.0005,0.05,0.05,0.075,0.0005,0.1,0.0089,0.024,460,240,,657,8.47,0.05,141.7,17,,155.52,2022-01-17,"2022","1","LC-04"
18,9.4,10.54,890,45,360.32,81.38,115.67,0.71,0.1,0.012,0.5,8.24,10,0.12,13.23,112.866,6.03,1.54,53.06,605.94,0.1,0.1,0.248,0.0035,0.14,0.0005,0.05,0.05,0.107,0.0005,0.1,0.0085,0.037,43,43,,659,8.25,0.05,143.5,19,,236.91,2022-01-17,"2022","1","LC-05"
18,9,8.19,932,60,346.61,78.33,119.52,0.73,0.1,0.012,1.11,7.87,10,0.15,11.37,112.023,5.14,1.64,57,598,0.1,0.15,0.0672,0.0025,0.093,0.0005,0.05,0.05,0.105,0.0005,0.1,0.0065,0.022,15000,15000,,655,7.88,0.05,136.6,17,,237.88,2022-02-14,"2022","2","LC-01"
18,9.2,7.79,948,60,347.11,79.38,122.3,0.78,0.1,0.01,1.61,8.04,10,0.14,8.67,120.069,5.14,1.69,56,611,0.1,0.13,0.0634,0.0025,0.083,0.0005,0.05,0.05,0.075,0.0005,0.1,0.0076,0.02,9300,9300,,667,8.05,0.05,138.7,21,,19.49,2022-02-14,"2022","2","LC-02"
18,9.1,6.97,948,50,347.11,79.52,118.73,0.81,0.1,0.01,1.88,7.93,10,0.14,8.1,119.935,5.14,1.59,55,630,0.1,0.33,0.0886,0.0025,0.082,0.0005,0.05,0.05,0.101,0.0005,0.1,0.0075,0.02,460,240,,685,7.94,0.05,138.9,20,,11.79,2022-02-14,"2022","2","LC-03"
17,9.1,7.65,947,55,345.61,80.42,121.11,0.73,0.1,0.01,1.55,8.15,10,0.15,8.28,120.326,5.14,1.63,58,615,0.1,0.29,0.0632,0.0025,0.083,0.0005,0.05,0.05,0.161,0.0005,0.1,0.0079,0.02,460,460,,673,8.16,0.05,139.6,15,,138.8,2022-02-14,"2022","2","LC-04"
17,9.1,6.27,949,45,346.11,79.71,119.52,0.81,0.1,0.01,1.16,8.15,10,0.13,7.44,120.538,5.14,1.56,53,625,0.1,0.29,0.078,0.0025,0.078,0.0005,0.05,0.05,0.084,0.0005,0.1,0.0076,0.02,750,750,,678,8.15,0.05,137.2,17,,132.78,2022-02-14,"2022","2","LC-05"
19,9.1,6.82,938,70,371.75,88.66,123.58,0.8,0.11,0.01,0.95,8.96,10,0.25,6.06,108.088,5.15,1.85,55.29,665.71,0.1,0.1,0.2182,0.0025,0.105,0.00053,0.05,0.05,0.182,0.0005,0.1,0.0025,0.02,93000,43000,,721,9.07,0.068,144.9,20,,204.33,2022-03-22,"2022","3","LC-01"
22,9.2,8.13,938,65,376.74,89.14,125.55,0.72,0.18,0.01,0.95,8.62,10,0.2,9.15,132.225,8.18,1.69,67.21,656.79,0.1,0.1,0.13,0.0033,0.092,0.00057,0.05,0.05,0.118,0.0005,0.1,0.0025,0.02,46000,46000,,724,8.8,0.053,145.4,24,,233.85,2022-03-22,"2022","3","LC-02"
21,9.2,9.23,940,60,377.24,89.38,124.95,0.74,0.16,0.01,0.5,8.4,10,0.23,9.78,115.301,5.37,1.76,65,659,0.1,0.1,0.076,0.0033,0.093,0.0005,0.05,0.05,0.096,0.0005,0.1,0.0025,0.02,460,240,,724,8.56,0.06,146.2,23,,270.05,2022-03-22,"2022","3","LC-03"
20,9.2,9.18,936,70,373.75,88.42,125.15,0.77,0.16,0.01,0.56,8.23,10,0.23,7.14,119.994,5.3,1.77,62.5,645.5,0.1,0.1,0.1113,0.0025,0.094,0.0005,0.05,0.05,0.126,0.0005,0.1,0.0025,0.02,460,460,,708,8.39,0.055,145.4,21,,204.18,2022-03-22,"2022","3","LC-04"
22,9.2,10.23,935,60,379.24,88.55,124.36,0.72,0.17,0.01,0.5,8.23,10,0.16,9.33,122.538,5.17,1.72,62,668,0.1,0.1,0.1052,0.0025,0.092,0.0005,0.05,0.05,0.096,0.0005,0.1,0.0025,0.02,460,240,,730,8.4,0.053,145.6,23,,215.16,2022-03-22,"2022","3","LC-05"
21,9.2,5.14,1040,70,379.24,89.53,145.76,0.52,0.24,0.01,0.56,8.79,10,0.1,9.6,126.881,7.37,1.91,68.05,688.95,0.1,0.1,0.162,0.0033,0.122,0.0005,0.05,0.05,0.123,0.0005,0.1,0.0026,0.02,15000,9300,,757,9.03,0.073,148.3,22,,274.98,2022-04-11,"2022","4","LC-01"
22,9.2,6.85,1037,70,388.22,89.29,138.89,0.49,0.22,0.01,0.78,8.62,10,0.1,11.16,120.406,7.81,1.75,68.12,599.88,0.1,0.3,0.103,0.0053,0.101,0.0005,0.05,0.05,0.079,0.0005,0.1,0.0025,0.02,150000,93000,,668,8.84,0.05,148.2,25,,325.04,2022-04-11,"2022","4","LC-02"
23,9.3,9.45,1032,70,383.73,88.85,138.69,3.42,0.2,0.01,0.67,8.79,10,0.1,5.65,121.261,8.42,1.7,75,682,0.1,0.1,0.081,0.0032,0.098,0.0005,0.05,0.05,0.067,0.0005,0.1,0.0025,0.02,930,930,,757,8.99,0.05,146.6,24,,312.97,2022-04-11,"2022","4","LC-03"
21,9.3,7.94,1029,80,388.22,90.11,152.82,0.83,0.2,0.01,0.56,9.8,10,0.1,12.18,132.041,8.58,1.74,77.92,725.08,0.1,0.36,0.149,0.0076,1,0.0005,0.05,0.05,0.103,0.0005,0.1,0.0025,0.02,1100,460,,803,10,0.05,146.1,21,,324.05,2022-04-11,"2022","4","LC-04"
23,9.4,9.31,1036,70,398.7,88.42,136.27,0.97,0.24,0.01,0.62,9.24,10,0.1,13.47,130.266,9.86,1.76,87.1,675.9,0.1,0.24,0.156,0.0072,0.098,0.0005,0.05,0.05,0.099,0.0005,0.1,0.0025,0.02,460,240,,763,9.48,0.05,147,23,,295.9,2022-04-11,"2022","4","LC-05"
